state,district,month,demo_age_5_17,demo_age_17_,dataset
Meghalaya,North Garo Hills,2025-10,3,115,demographic
Meghalaya,North Garo Hills,2025-11,2,72,demographic
Meghalaya,North Garo Hills,2025-12,4,83,demographic
Meghalaya,Ri Bhoi,2025-01,284,2503,demographic
Meghalaya,Ri Bhoi,2025-02,11,92,demographic
Meghalaya,Ri Bhoi,2025-03,24,181,demographic
Meghalaya,Ri Bhoi,2025-04,23,185,demographic
Meghalaya,Ri Bhoi,2025-05,17,128,demographic
Meghalaya,Ri Bhoi,2025-06,13,83,demographic
Meghalaya,Ri Bhoi,2025-07,1,18,demographic
Meghalaya,Ri Bhoi,2025-08,12,140,demographic
Meghalaya,Ri Bhoi,2025-09,15,178,demographic
Meghalaya,Ri Bhoi,2025-10,12,172,demographic
Meghalaya,Ri Bhoi,2025-11,15,161,demographic
Meghalaya,Ri Bhoi,2025-12,29,159,demographic
Meghalaya,South Garo Hills,2025-01,53,1362,demographic
Meghalaya,South Garo Hills,2025-02,9,58,demographic
Meghalaya,South Garo Hills,2025-03,4,83,demographic
Meghalaya,South Garo Hills,2025-04,6,76,demographic
Meghalaya,South Garo Hills,2025-05,9,40,demographic
Meghalaya,South Garo Hills,2025-06,3,32,demographic
Meghalaya,South Garo Hills,2025-07,4,11,demographic
Meghalaya,South Garo Hills,2025-08,6,64,demographic
Meghalaya,South Garo Hills,2025-09,3,61,demographic
Meghalaya,South Garo Hills,2025-10,7,76,demographic
Meghalaya,South Garo Hills,2025-11,8,66,demographic
Meghalaya,South Garo Hills,2025-12,7,71,demographic
Meghalaya,South West Garo Hills,2025-01,78,2295,demographic
Meghalaya,South West Garo Hills,2025-02,8,113,demographic
Meghalaya,South West Garo Hills,2025-03,15,155,demographic
Meghalaya,South West Garo Hills,2025-04,11,121,demographic
Meghalaya,South West Garo Hills,2025-05,10,117,demographic
Meghalaya,South West Garo Hills,2025-06,10,38,demographic
Meghalaya,South West Garo Hills,2025-07,0,10,demographic
Meghalaya,South West Garo Hills,2025-08,12,136,demographic
Meghalaya,South West Garo Hills,2025-09,9,87,demographic
Meghalaya,South West Garo Hills,2025-10,25,150,demographic
Meghalaya,South West Garo Hills,2025-11,19,120,demographic
Meghalaya,South West Garo Hills,2025-12,13,143,demographic
Meghalaya,South West Khasi Hills,2025-01,198,1463,demographic
Meghalaya,South West Khasi Hills,2025-02,8,41,demographic
Meghalaya,South West Khasi Hills,2025-03,12,67,demographic
Meghalaya,South West Khasi Hills,2025-04,6,37,demographic
Meghalaya,South West Khasi Hills,2025-05,7,35,demographic
Meghalaya,South West Khasi Hills,2025-06,25,26,demographic
Meghalaya,South West Khasi Hills,2025-07,3,10,demographic
Meghalaya,South West Khasi Hills,2025-08,10,43,demographic
Meghalaya,South West Khasi Hills,2025-09,7,39,demographic
Meghalaya,South West Khasi Hills,2025-10,12,75,demographic
Meghalaya,South West Khasi Hills,2025-11,8,68,demographic
Meghalaya,South West Khasi Hills,2025-12,3,53,demographic
Meghalaya,West Garo Hills,2025-01,210,4006,demographic
Meghalaya,West Garo Hills,2025-02,23,195,demographic
Meghalaya,West Garo Hills,2025-03,46,421,demographic
Meghalaya,West Garo Hills,2025-04,32,324,demographic
Meghalaya,West Garo Hills,2025-05,30,309,demographic
Meghalaya,West Garo Hills,2025-06,32,216,demographic
Meghalaya,West Garo Hills,2025-07,13,89,demographic
Meghalaya,West Garo Hills,2025-08,28,283,demographic
Meghalaya,West Garo Hills,2025-09,15,243,demographic
Meghalaya,West Garo Hills,2025-10,22,402,demographic
Meghalaya,West Garo Hills,2025-11,18,271,demographic
Meghalaya,West Garo Hills,2025-12,40,335,demographic
Meghalaya,West Jaintia Hills,2025-01,299,2144,demographic
Meghalaya,West Jaintia Hills,2025-02,16,86,demographic
Meghalaya,West Jaintia Hills,2025-03,16,218,demographic
Meghalaya,West Jaintia Hills,2025-04,18,191,demographic
Meghalaya,West Jaintia Hills,2025-05,20,154,demographic
Meghalaya,West Jaintia Hills,2025-06,6,51,demographic
Meghalaya,West Jaintia Hills,2025-07,1,6,demographic
Meghalaya,West Jaintia Hills,2025-08,20,107,demographic
Meghalaya,West Jaintia Hills,2025-09,20,137,demographic
Meghalaya,West Jaintia Hills,2025-10,22,131,demographic
Meghalaya,West Jaintia Hills,2025-11,22,104,demographic
Meghalaya,West Jaintia Hills,2025-12,7,122,demographic
Meghalaya,West Khasi Hills,2025-01,363,3050,demographic
Meghalaya,West Khasi Hills,2025-02,10,77,demographic
Meghalaya,West Khasi Hills,2025-03,30,214,demographic
Meghalaya,West Khasi Hills,2025-04,37,201,demographic
Meghalaya,West Khasi Hills,2025-05,25,151,demographic
Meghalaya,West Khasi Hills,2025-06,13,71,demographic
Meghalaya,West Khasi Hills,2025-07,4,25,demographic
Meghalaya,West Khasi Hills,2025-08,42,227,demographic
Meghalaya,West Khasi Hills,2025-09,18,153,demographic
Meghalaya,West Khasi Hills,2025-10,34,256,demographic
Meghalaya,West Khasi Hills,2025-11,32,207,demographic
Meghalaya,West Khasi Hills,2025-12,24,223,demographic
Mizoram,Aizawl,2025-01,514,3881,demographic
Mizoram,Aizawl,2025-02,33,240,demographic
Mizoram,Aizawl,2025-03,26,285,demographic
Mizoram,Aizawl,2025-04,31,242,demographic
Mizoram,Aizawl,2025-05,14,98,demographic
Mizoram,Aizawl,2025-06,23,104,demographic
Mizoram,Aizawl,2025-07,9,85,demographic
Mizoram,Aizawl,2025-08,24,251,demographic
Mizoram,Aizawl,2025-09,25,194,demographic
Mizoram,Aizawl,2025-10,22,250,demographic
Mizoram,Aizawl,2025-11,22,221,demographic
Mizoram,Aizawl,2025-12,18,189,demographic
Mizoram,Champhai,2025-01,167,2184,demographic
Mizoram,Champhai,2025-02,8,59,demographic
Mizoram,Champhai,2025-03,9,83,demographic
Mizoram,Champhai,2025-04,10,85,demographic
Mizoram,Champhai,2025-05,4,32,demographic
Mizoram,Champhai,2025-06,7,47,demographic
Mizoram,Champhai,2025-07,3,31,demographic
Mizoram,Champhai,2025-08,10,66,demographic
Mizoram,Champhai,2025-09,6,45,demographic
Mizoram,Champhai,2025-10,6,67,demographic
Mizoram,Champhai,2025-11,7,66,demographic
Mizoram,Champhai,2025-12,7,64,demographic
Mizoram,Hnahthial,2025-02,0,4,demographic
Mizoram,Hnahthial,2025-03,0,3,demographic
Mizoram,Hnahthial,2025-04,0,1,demographic
Mizoram,Hnahthial,2025-05,0,1,demographic
Mizoram,Hnahthial,2025-08,0,3,demographic
Mizoram,Hnahthial,2025-09,0,3,demographic
Mizoram,Hnahthial,2025-10,0,1,demographic
Mizoram,Hnahthial,2025-11,0,7,demographic
Mizoram,Hnahthial,2025-12,0,1,demographic
Mizoram,Khawzawl,2025-01,0,2,demographic
Mizoram,Khawzawl,2025-04,1,0,demographic
Mizoram,Khawzawl,2025-06,0,4,demographic
Mizoram,Khawzawl,2025-07,0,2,demographic
Mizoram,Khawzawl,2025-08,0,2,demographic
Mizoram,Khawzawl,2025-09,1,1,demographic
Mizoram,Khawzawl,2025-11,1,4,demographic
Mizoram,Khawzawl,2025-12,0,1,demographic
Mizoram,Kolasib,2025-01,284,1547,demographic
Mizoram,Kolasib,2025-02,14,43,demographic
Mizoram,Kolasib,2025-03,18,51,demographic
Mizoram,Kolasib,2025-04,13,30,demographic
Mizoram,Kolasib,2025-05,8,14,demographic
Mizoram,Kolasib,2025-06,6,50,demographic
Mizoram,Kolasib,2025-07,4,28,demographic
Mizoram,Kolasib,2025-08,13,54,demographic
Mizoram,Kolasib,2025-09,6,42,demographic
Mizoram,Kolasib,2025-10,18,63,demographic
Mizoram,Kolasib,2025-11,6,36,demographic
Mizoram,Kolasib,2025-12,13,52,demographic
Mizoram,Lawngtlai,2025-01,100,1329,demographic
Mizoram,Lawngtlai,2025-02,7,95,demographic
Mizoram,Lawngtlai,2025-03,6,34,demographic
Mizoram,Lawngtlai,2025-04,7,47,demographic
Mizoram,Lawngtlai,2025-05,3,21,demographic
Mizoram,Lawngtlai,2025-06,5,47,demographic
Mizoram,Lawngtlai,2025-07,0,25,demographic
Mizoram,Lawngtlai,2025-08,6,89,demographic
Mizoram,Lawngtlai,2025-09,2,39,demographic
Mizoram,Lawngtlai,2025-10,15,104,demographic
Mizoram,Lawngtlai,2025-11,10,86,demographic
Mizoram,Lawngtlai,2025-12,9,99,demographic
Mizoram,Lunglei,2025-01,570,3244,demographic
Mizoram,Lunglei,2025-02,7,70,demographic
Mizoram,Lunglei,2025-03,14,135,demographic
Mizoram,Lunglei,2025-04,9,114,demographic
Mizoram,Lunglei,2025-05,4,30,demographic
Mizoram,Lunglei,2025-06,11,65,demographic
Mizoram,Lunglei,2025-07,2,31,demographic
Mizoram,Lunglei,2025-08,10,70,demographic
Mizoram,Lunglei,2025-09,3,18,demographic
Mizoram,Lunglei,2025-10,18,98,demographic
Mizoram,Lunglei,2025-11,15,130,demographic
Mizoram,Lunglei,2025-12,19,109,demographic
Mizoram,Mamit,2025-01,161,756,demographic
Mizoram,Mamit,2025-02,3,22,demographic
Mizoram,Mamit,2025-03,4,43,demographic
Mizoram,Mamit,2025-04,6,21,demographic
Mizoram,Mamit,2025-05,1,9,demographic
Mizoram,Mamit,2025-06,12,13,demographic
Mizoram,Mamit,2025-07,2,11,demographic
Mizoram,Mamit,2025-08,14,42,demographic
Mizoram,Mamit,2025-09,2,14,demographic
Mizoram,Mamit,2025-10,5,27,demographic
Mizoram,Mamit,2025-11,2,19,demographic
Mizoram,Mamit,2025-12,3,22,demographic
Mizoram,Mammit,2025-01,13,172,demographic
Mizoram,Mammit,2025-02,0,20,demographic
Mizoram,Mammit,2025-03,2,20,demographic
Mizoram,Mammit,2025-04,0,17,demographic
Mizoram,Mammit,2025-05,0,5,demographic
Mizoram,Mammit,2025-06,0,8,demographic
Mizoram,Mammit,2025-07,1,3,demographic
Mizoram,Mammit,2025-08,0,17,demographic
Mizoram,Mammit,2025-09,0,10,demographic
Mizoram,Mammit,2025-10,1,15,demographic
Mizoram,Mammit,2025-11,0,14,demographic
Mizoram,Mammit,2025-12,0,23,demographic
Mizoram,Saiha,2025-01,112,726,demographic
Mizoram,Saiha,2025-02,5,24,demographic
Mizoram,Saiha,2025-03,6,34,demographic
Mizoram,Saiha,2025-04,2,28,demographic
Mizoram,Saiha,2025-05,1,13,demographic
Mizoram,Saiha,2025-06,1,21,demographic
Mizoram,Saiha,2025-07,2,25,demographic
Mizoram,Saiha,2025-08,4,30,demographic
Mizoram,Saiha,2025-09,4,41,demographic
Mizoram,Saiha,2025-10,4,32,demographic
Mizoram,Saiha,2025-11,4,28,demographic
Mizoram,Saiha,2025-12,1,26,demographic
Mizoram,Saitual,2025-01,0,2,demographic
Mizoram,Saitual,2025-02,0,3,demographic
Mizoram,Saitual,2025-03,0,3,demographic
Mizoram,Saitual,2025-04,0,3,demographic
Mizoram,Saitual,2025-05,0,4,demographic
Mizoram,Saitual,2025-06,3,4,demographic
Mizoram,Saitual,2025-08,0,12,demographic
Mizoram,Saitual,2025-09,0,5,demographic
Mizoram,Saitual,2025-10,0,5,demographic
Mizoram,Saitual,2025-11,0,5,demographic
Mizoram,Saitual,2025-12,0,6,demographic
Mizoram,Serchhip,2025-01,217,978,demographic
Mizoram,Serchhip,2025-02,6,11,demographic
Mizoram,Serchhip,2025-03,9,27,demographic
Mizoram,Serchhip,2025-04,4,29,demographic
Mizoram,Serchhip,2025-05,1,12,demographic
Mizoram,Serchhip,2025-06,2,20,demographic
Mizoram,Serchhip,2025-07,5,7,demographic
Mizoram,Serchhip,2025-08,10,27,demographic
Mizoram,Serchhip,2025-09,4,15,demographic
Mizoram,Serchhip,2025-10,5,20,demographic
Mizoram,Serchhip,2025-11,0,22,demographic
Mizoram,Serchhip,2025-12,4,22,demographic
Nagaland,Chumukedima,2025-01,45,335,demographic
Nagaland,Chumukedima,2025-02,2,39,demographic
Nagaland,Chumukedima,2025-03,8,53,demographic
Nagaland,Chumukedima,2025-04,1,14,demographic
Nagaland,Chumukedima,2025-05,6,40,demographic
Nagaland,Chumukedima,2025-06,9,75,demographic
Nagaland,Chumukedima,2025-07,10,22,demographic
Nagaland,Chumukedima,2025-08,5,40,demographic
Nagaland,Chumukedima,2025-09,1,14,demographic
Nagaland,Chumukedima,2025-10,7,32,demographic
Nagaland,Chumukedima,2025-11,4,31,demographic
Nagaland,Chumukedima,2025-12,4,32,demographic
Nagaland,Dimapur,2025-01,232,1767,demographic
Nagaland,Dimapur,2025-02,15,149,demographic
Nagaland,Dimapur,2025-03,21,256,demographic
Nagaland,Dimapur,2025-04,32,255,demographic
Nagaland,Dimapur,2025-05,10,93,demographic
Nagaland,Dimapur,2025-06,20,137,demographic
Nagaland,Dimapur,2025-07,4,69,demographic
Nagaland,Dimapur,2025-08,28,271,demographic
Nagaland,Dimapur,2025-09,22,168,demographic
Nagaland,Dimapur,2025-10,7,235,demographic
Nagaland,Dimapur,2025-11,20,163,demographic
Nagaland,Dimapur,2025-12,14,226,demographic
Nagaland,Kiphire,2025-01,63,707,demographic
Nagaland,Kiphire,2025-02,4,43,demographic
Nagaland,Kiphire,2025-03,5,42,demographic
Nagaland,Kiphire,2025-04,0,13,demographic
Nagaland,Kiphire,2025-05,0,8,demographic
Nagaland,Kiphire,2025-06,7,26,demographic
Nagaland,Kiphire,2025-07,0,14,demographic
Nagaland,Kiphire,2025-08,6,37,demographic
Nagaland,Kiphire,2025-09,3,27,demographic
Nagaland,Kiphire,2025-10,2,36,demographic
Nagaland,Kiphire,2025-11,7,37,demographic
Nagaland,Kiphire,2025-12,3,50,demographic
Nagaland,Kohima,2025-01,24,485,demographic
Nagaland,Kohima,2025-02,1,44,demographic
Nagaland,Kohima,2025-03,5,96,demographic
Nagaland,Kohima,2025-04,6,59,demographic
Nagaland,Kohima,2025-05,6,56,demographic
Nagaland,Kohima,2025-06,6,51,demographic
Nagaland,Kohima,2025-07,2,30,demographic
Nagaland,Kohima,2025-08,2,52,demographic
Nagaland,Kohima,2025-09,4,54,demographic
Nagaland,Kohima,2025-10,3,88,demographic
Nagaland,Kohima,2025-11,5,64,demographic
Nagaland,Kohima,2025-12,9,87,demographic
Nagaland,Longleng,2025-01,3,24,demographic
Nagaland,Longleng,2025-02,1,63,demographic
Nagaland,Longleng,2025-03,0,53,demographic
Nagaland,Longleng,2025-04,2,24,demographic
Nagaland,Longleng,2025-05,1,29,demographic
Nagaland,Longleng,2025-06,5,20,demographic
Nagaland,Longleng,2025-07,0,12,demographic
Nagaland,Longleng,2025-08,2,9,demographic
Nagaland,Longleng,2025-09,2,12,demographic
Nagaland,Longleng,2025-10,1,17,demographic
Nagaland,Longleng,2025-11,3,19,demographic
Nagaland,Longleng,2025-12,1,24,demographic
Nagaland,Meluri,2025-01,1,5,demographic
Nagaland,Meluri,2025-02,0,2,demographic
Nagaland,Meluri,2025-03,1,2,demographic
Nagaland,Meluri,2025-04,0,1,demographic
Nagaland,Meluri,2025-05,2,3,demographic
Nagaland,Meluri,2025-06,0,2,demographic
Nagaland,Meluri,2025-07,0,1,demographic
Nagaland,Meluri,2025-08,0,3,demographic
Nagaland,Meluri,2025-09,0,3,demographic
Nagaland,Meluri,2025-10,0,6,demographic
Nagaland,Meluri,2025-11,0,5,demographic
Nagaland,Meluri,2025-12,0,8,demographic
Nagaland,Mokokchung,2025-01,22,456,demographic
Nagaland,Mokokchung,2025-02,2,49,demographic
Nagaland,Mokokchung,2025-03,8,48,demographic
Nagaland,Mokokchung,2025-04,4,70,demographic
Nagaland,Mokokchung,2025-05,1,49,demographic
Nagaland,Mokokchung,2025-06,2,44,demographic
Nagaland,Mokokchung,2025-07,1,17,demographic
Nagaland,Mokokchung,2025-08,3,73,demographic
Nagaland,Mokokchung,2025-09,0,58,demographic
Nagaland,Mokokchung,2025-10,5,62,demographic
Nagaland,Mokokchung,2025-11,3,31,demographic
Nagaland,Mokokchung,2025-12,5,54,demographic
Nagaland,Mon,2025-01,108,854,demographic
Nagaland,Mon,2025-02,14,79,demographic
Nagaland,Mon,2025-03,17,118,demographic
Nagaland,Mon,2025-04,13,73,demographic
Nagaland,Mon,2025-05,15,86,demographic
Nagaland,Mon,2025-06,12,61,demographic
Nagaland,Mon,2025-07,12,44,demographic
Nagaland,Mon,2025-08,19,70,demographic
Nagaland,Mon,2025-09,12,35,demographic
Nagaland,Mon,2025-10,12,74,demographic
Nagaland,Mon,2025-11,18,83,demographic
Nagaland,Mon,2025-12,13,104,demographic
Nagaland,Niuland,2025-01,28,140,demographic
Nagaland,Niuland,2025-02,2,8,demographic
Nagaland,Niuland,2025-03,0,11,demographic
Nagaland,Niuland,2025-04,1,5,demographic
Nagaland,Niuland,2025-05,0,1,demographic
Nagaland,Niuland,2025-06,1,5,demographic
Nagaland,Niuland,2025-07,0,9,demographic
Nagaland,Niuland,2025-08,1,7,demographic
Nagaland,Niuland,2025-09,0,4,demographic
Nagaland,Niuland,2025-10,0,7,demographic
Nagaland,Niuland,2025-11,2,1,demographic
Nagaland,Niuland,2025-12,0,3,demographic
Nagaland,Noklak,2025-01,1,15,demographic
Nagaland,Noklak,2025-02,0,15,demographic
Nagaland,Noklak,2025-03,0,15,demographic
Nagaland,Noklak,2025-04,2,12,demographic
Nagaland,Noklak,2025-05,5,11,demographic
Nagaland,Noklak,2025-06,1,7,demographic
Nagaland,Noklak,2025-07,1,8,demographic
Nagaland,Noklak,2025-08,2,15,demographic
Nagaland,Noklak,2025-09,4,17,demographic
Nagaland,Noklak,2025-10,0,8,demographic
Nagaland,Noklak,2025-11,3,17,demographic
Nagaland,Noklak,2025-12,3,9,demographic
Nagaland,Peren,2025-01,54,372,demographic
Nagaland,Peren,2025-02,6,37,demographic
Nagaland,Peren,2025-03,3,35,demographic
Nagaland,Peren,2025-04,1,26,demographic
Nagaland,Peren,2025-05,1,15,demographic
Nagaland,Peren,2025-06,9,52,demographic
Nagaland,Peren,2025-07,2,23,demographic
Nagaland,Peren,2025-08,8,39,demographic
Nagaland,Peren,2025-09,3,30,demographic
Nagaland,Peren,2025-10,9,49,demographic
Nagaland,Peren,2025-11,2,46,demographic
Nagaland,Peren,2025-12,11,24,demographic
Nagaland,Phek,2025-01,17,330,demographic
Nagaland,Phek,2025-02,2,29,demographic
Nagaland,Phek,2025-03,5,48,demographic
Nagaland,Phek,2025-04,3,35,demographic
Nagaland,Phek,2025-05,3,28,demographic
Nagaland,Phek,2025-06,2,41,demographic
Nagaland,Phek,2025-07,0,6,demographic
Nagaland,Phek,2025-08,1,54,demographic
Nagaland,Phek,2025-09,4,46,demographic
Nagaland,Phek,2025-10,2,32,demographic
Nagaland,Phek,2025-11,5,44,demographic
Nagaland,Phek,2025-12,4,38,demographic
Nagaland,Shamator,2025-02,0,18,demographic
Nagaland,Shamator,2025-03,2,18,demographic
Nagaland,Shamator,2025-04,0,7,demographic
Nagaland,Shamator,2025-05,1,7,demographic
Nagaland,Shamator,2025-07,0,16,demographic
Nagaland,Shamator,2025-08,2,10,demographic
Nagaland,Shamator,2025-09,1,14,demographic
Nagaland,Shamator,2025-10,0,6,demographic
Nagaland,Shamator,2025-11,1,6,demographic
Nagaland,Shamator,2025-12,3,17,demographic
Nagaland,Tseminyu,2025-01,0,1,demographic
Nagaland,Tseminyu,2025-02,0,5,demographic
Nagaland,Tseminyu,2025-03,0,3,demographic
Nagaland,Tseminyu,2025-04,1,2,demographic
Nagaland,Tseminyu,2025-05,0,3,demographic
Nagaland,Tseminyu,2025-06,0,3,demographic
Nagaland,Tseminyu,2025-08,1,5,demographic
Nagaland,Tseminyu,2025-10,0,2,demographic
Nagaland,Tseminyu,2025-11,0,1,demographic
Nagaland,Tseminyu,2025-12,0,3,demographic
Nagaland,Tuensang,2025-01,73,661,demographic
Nagaland,Tuensang,2025-02,8,95,demographic
Nagaland,Tuensang,2025-03,11,133,demographic
Nagaland,Tuensang,2025-04,34,123,demographic
Nagaland,Tuensang,2025-05,13,87,demographic
Nagaland,Tuensang,2025-06,6,37,demographic
Nagaland,Tuensang,2025-07,4,20,demographic
Nagaland,Tuensang,2025-08,14,93,demographic
Nagaland,Tuensang,2025-09,5,69,demographic
Nagaland,Tuensang,2025-10,3,78,demographic
Nagaland,Tuensang,2025-11,8,58,demographic
Nagaland,Tuensang,2025-12,9,73,demographic
Nagaland,Wokha,2025-01,37,540,demographic
Nagaland,Wokha,2025-02,3,9,demographic
Nagaland,Wokha,2025-03,3,43,demographic
Nagaland,Wokha,2025-04,0,7,demographic
Nagaland,Wokha,2025-05,0,17,demographic
Nagaland,Wokha,2025-06,5,26,demographic
Nagaland,Wokha,2025-07,0,5,demographic
Nagaland,Wokha,2025-08,1,21,demographic
Nagaland,Wokha,2025-09,1,28,demographic
Nagaland,Wokha,2025-10,2,32,demographic
Nagaland,Wokha,2025-11,0,34,demographic
Nagaland,Wokha,2025-12,0,30,demographic
Nagaland,Zunheboto,2025-01,56,553,demographic
Nagaland,Zunheboto,2025-02,4,29,demographic
Nagaland,Zunheboto,2025-03,7,67,demographic
Nagaland,Zunheboto,2025-04,6,65,demographic
Nagaland,Zunheboto,2025-05,3,34,demographic
Nagaland,Zunheboto,2025-06,12,63,demographic
Nagaland,Zunheboto,2025-07,3,56,demographic
Nagaland,Zunheboto,2025-08,12,68,demographic
Nagaland,Zunheboto,2025-09,4,41,demographic
Nagaland,Zunheboto,2025-10,5,68,demographic
Nagaland,Zunheboto,2025-11,3,63,demographic
Nagaland,Zunheboto,2025-12,4,58,demographic
Odisha,Angul,2025-01,925,7002,demographic
Odisha,Angul,2025-02,78,396,demographic
Odisha,Angul,2025-03,111,729,demographic
Odisha,Angul,2025-04,75,388,demographic
Odisha,Angul,2025-05,46,399,demographic
Odisha,Angul,2025-06,85,476,demographic
Odisha,Angul,2025-07,49,223,demographic
Odisha,Angul,2025-08,78,626,demographic
Odisha,Angul,2025-09,38,404,demographic
Odisha,Angul,2025-10,83,631,demographic
Odisha,Angul,2025-11,89,612,demographic
Odisha,Angul,2025-12,75,655,demographic
Odisha,Anugal,2025-07,0,1,demographic
Odisha,Anugal,2025-08,0,1,demographic
Odisha,Anugal,2025-12,0,1,demographic
Odisha,Anugul,2025-01,3,61,demographic
Odisha,Anugul,2025-02,1,39,demographic
Odisha,Anugul,2025-03,8,56,demographic
Odisha,Anugul,2025-04,1,44,demographic
Odisha,Anugul,2025-05,2,35,demographic
Odisha,Anugul,2025-06,0,37,demographic
Odisha,Anugul,2025-07,0,23,demographic
Odisha,Anugul,2025-08,3,51,demographic
Odisha,Anugul,2025-09,0,39,demographic
Odisha,Anugul,2025-10,5,52,demographic
Odisha,Anugul,2025-11,2,46,demographic
Odisha,Anugul,2025-12,3,50,demographic
Odisha,Balangir,2025-01,1134,10285,demographic
Odisha,Balangir,2025-02,119,590,demographic
Odisha,Balangir,2025-03,131,758,demographic
Odisha,Balangir,2025-04,89,572,demographic
Odisha,Balangir,2025-05,73,468,demographic
Odisha,Balangir,2025-06,91,599,demographic
Odisha,Balangir,2025-07,46,275,demographic
Odisha,Balangir,2025-08,131,795,demographic
Odisha,Balangir,2025-09,59,434,demographic
Odisha,Balangir,2025-10,126,781,demographic
Odisha,Balangir,2025-11,107,733,demographic
Odisha,Balangir,2025-12,119,659,demographic
Odisha,Baleshwar,2025-01,69,741,demographic
Odisha,Baleshwar,2025-02,18,250,demographic
Odisha,Baleshwar,2025-03,33,354,demographic
Odisha,Baleshwar,2025-04,33,326,demographic
Odisha,Baleshwar,2025-05,15,188,demographic
Odisha,Baleshwar,2025-06,24,259,demographic
Odisha,Baleshwar,2025-07,12,111,demographic
Odisha,Baleshwar,2025-08,23,377,demographic
Odisha,Baleshwar,2025-09,22,227,demographic
Odisha,Baleshwar,2025-10,29,294,demographic
Odisha,Baleshwar,2025-11,18,292,demographic
Odisha,Baleshwar,2025-12,23,323,demographic
Odisha,Baleswar,2025-01,2039,11586,demographic
Odisha,Baleswar,2025-02,123,485,demographic
Odisha,Baleswar,2025-03,214,809,demographic
Odisha,Baleswar,2025-04,157,657,demographic
Odisha,Baleswar,2025-05,134,483,demographic
Odisha,Baleswar,2025-06,176,561,demographic
Odisha,Baleswar,2025-07,80,287,demographic
Odisha,Baleswar,2025-08,185,827,demographic
Odisha,Baleswar,2025-09,94,434,demographic
Odisha,Baleswar,2025-10,161,678,demographic
Odisha,Baleswar,2025-11,186,748,demographic
Odisha,Baleswar,2025-12,185,687,demographic
Odisha,Bargarh,2025-01,791,7122,demographic
Odisha,Bargarh,2025-02,108,658,demographic
Odisha,Bargarh,2025-03,145,872,demographic
Odisha,Bargarh,2025-04,103,604,demographic
Odisha,Bargarh,2025-05,50,358,demographic
Odisha,Bargarh,2025-06,114,699,demographic
Odisha,Bargarh,2025-07,57,263,demographic
Odisha,Bargarh,2025-08,124,803,demographic
Odisha,Bargarh,2025-09,77,545,demographic
Odisha,Bargarh,2025-10,155,891,demographic
Odisha,Bargarh,2025-11,127,739,demographic
Odisha,Bargarh,2025-12,116,768,demographic
Odisha,Baudh,2025-01,1,20,demographic
Odisha,Baudh,2025-02,0,24,demographic
Odisha,Baudh,2025-03,3,39,demographic
Odisha,Baudh,2025-04,0,23,demographic
Odisha,Baudh,2025-05,0,10,demographic
Odisha,Baudh,2025-06,1,26,demographic
Odisha,Baudh,2025-07,2,8,demographic
Odisha,Baudh,2025-08,2,38,demographic
Odisha,Baudh,2025-09,2,24,demographic
Odisha,Baudh,2025-10,3,27,demographic
Odisha,Baudh,2025-11,3,35,demographic
Odisha,Baudh,2025-12,2,34,demographic
Odisha,Bhadrak,2025-01,1688,10119,demographic
Odisha,Bhadrak,2025-02,105,665,demographic
Odisha,Bhadrak,2025-03,199,767,demographic
Odisha,Bhadrak,2025-04,118,609,demographic
Odisha,Bhadrak,2025-05,67,384,demographic
Odisha,Bhadrak,2025-06,169,802,demographic
Odisha,Bhadrak,2025-07,62,304,demographic
Odisha,Bhadrak,2025-08,171,791,demographic
Odisha,Bhadrak,2025-09,128,560,demographic
Odisha,Bhadrak,2025-10,167,800,demographic
Odisha,Bhadrak,2025-11,165,665,demographic
Odisha,Bhadrak,2025-12,144,661,demographic
Odisha,Bhadrak(R),2025-01,0,1,demographic
Odisha,Boudh,2025-01,173,1619,demographic
Odisha,Boudh,2025-02,26,155,demographic
Odisha,Boudh,2025-03,35,183,demographic
Odisha,Boudh,2025-04,20,115,demographic
Odisha,Boudh,2025-05,17,92,demographic
Odisha,Boudh,2025-06,28,175,demographic
Odisha,Boudh,2025-07,12,38,demographic
Odisha,Boudh,2025-08,41,292,demographic
Odisha,Boudh,2025-09,22,136,demographic
Odisha,Boudh,2025-10,46,231,demographic
Odisha,Boudh,2025-11,31,172,demographic
Odisha,Boudh,2025-12,34,239,demographic
Odisha,Cuttack,2025-01,1572,14824,demographic
Odisha,Cuttack,2025-02,106,651,demographic
Odisha,Cuttack,2025-03,177,1017,demographic
Odisha,Cuttack,2025-04,101,824,demographic
Odisha,Cuttack,2025-05,60,514,demographic
Odisha,Cuttack,2025-06,94,772,demographic
Odisha,Cuttack,2025-07,45,306,demographic
Odisha,Cuttack,2025-08,141,910,demographic
Odisha,Cuttack,2025-09,103,691,demographic
Odisha,Cuttack,2025-10,126,858,demographic
Odisha,Cuttack,2025-11,137,784,demographic
Odisha,Cuttack,2025-12,152,902,demographic
Odisha,Debagarh,2025-01,237,1880,demographic
Odisha,Debagarh,2025-02,16,85,demographic
Odisha,Debagarh,2025-03,29,209,demographic
Odisha,Debagarh,2025-04,25,122,demographic
Odisha,Debagarh,2025-05,7,104,demographic
Odisha,Debagarh,2025-06,18,133,demographic
Odisha,Debagarh,2025-07,11,55,demographic
Odisha,Debagarh,2025-08,33,232,demographic
Odisha,Debagarh,2025-09,26,150,demographic
