state,district,month,bio_age_5_17,bio_age_17_,dataset
Maharashtra,Mumbai,2025-07,1094,2618,biometric
Maharashtra,Mumbai,2025-08,2053,4752,biometric
Maharashtra,Mumbai,2025-09,1721,3830,biometric
Maharashtra,Mumbai,2025-10,2015,4465,biometric
Maharashtra,Mumbai,2025-11,2589,5356,biometric
Maharashtra,Mumbai,2025-12,3015,6562,biometric
Maharashtra,Mumbai City,2025-01,13153,13143,biometric
Maharashtra,Mumbai City,2025-02,800,233,biometric
Maharashtra,Mumbai City,2025-03,552,291,biometric
Maharashtra,Mumbai City,2025-04,577,287,biometric
Maharashtra,Mumbai City,2025-05,436,217,biometric
Maharashtra,Mumbai City,2025-06,419,169,biometric
Maharashtra,Mumbai City,2025-07,310,133,biometric
Maharashtra,Mumbai City,2025-08,614,215,biometric
Maharashtra,Mumbai City,2025-09,373,194,biometric
Maharashtra,Mumbai City,2025-10,467,249,biometric
Maharashtra,Mumbai City,2025-11,579,261,biometric
Maharashtra,Mumbai City,2025-12,779,366,biometric
Maharashtra,Mumbai Suburban,2025-01,46841,49192,biometric
Maharashtra,Mumbai Suburban,2025-02,2799,1004,biometric
Maharashtra,Mumbai Suburban,2025-03,1756,1274,biometric
Maharashtra,Mumbai Suburban,2025-04,1890,1064,biometric
Maharashtra,Mumbai Suburban,2025-05,1563,1009,biometric
Maharashtra,Mumbai Suburban,2025-06,1233,713,biometric
Maharashtra,Mumbai Suburban,2025-07,1162,659,biometric
Maharashtra,Mumbai Suburban,2025-08,1997,1033,biometric
Maharashtra,Mumbai Suburban,2025-09,1497,961,biometric
Maharashtra,Mumbai Suburban,2025-10,1851,991,biometric
Maharashtra,Mumbai Suburban,2025-11,2443,1156,biometric
Maharashtra,Mumbai Suburban,2025-12,2983,1253,biometric
Maharashtra,Mumbai( Sub Urban ),2025-01,54,372,biometric
Maharashtra,Mumbai( Sub Urban ),2025-02,16,134,biometric
Maharashtra,Mumbai( Sub Urban ),2025-03,10,167,biometric
Maharashtra,Mumbai( Sub Urban ),2025-04,18,168,biometric
Maharashtra,Mumbai( Sub Urban ),2025-05,15,163,biometric
Maharashtra,Mumbai( Sub Urban ),2025-06,10,124,biometric
Maharashtra,Mumbai( Sub Urban ),2025-07,6,77,biometric
Maharashtra,Mumbai( Sub Urban ),2025-08,17,173,biometric
Maharashtra,Mumbai( Sub Urban ),2025-09,17,152,biometric
Maharashtra,Mumbai( Sub Urban ),2025-10,19,134,biometric
Maharashtra,Mumbai( Sub Urban ),2025-11,14,171,biometric
Maharashtra,Mumbai( Sub Urban ),2025-12,11,256,biometric
Maharashtra,Nagpur,2025-01,61226,147210,biometric
Maharashtra,Nagpur,2025-02,2098,3582,biometric
Maharashtra,Nagpur,2025-03,1410,3216,biometric
Maharashtra,Nagpur,2025-04,1774,4114,biometric
Maharashtra,Nagpur,2025-05,1400,3348,biometric
Maharashtra,Nagpur,2025-06,1164,2034,biometric
Maharashtra,Nagpur,2025-07,886,2101,biometric
Maharashtra,Nagpur,2025-08,2214,5266,biometric
Maharashtra,Nagpur,2025-09,1611,2821,biometric
Maharashtra,Nagpur,2025-10,2051,3547,biometric
Maharashtra,Nagpur,2025-11,2360,4327,biometric
Maharashtra,Nagpur,2025-12,2756,4784,biometric
Maharashtra,Nanded,2025-01,64611,131914,biometric
Maharashtra,Nanded,2025-02,2407,4506,biometric
Maharashtra,Nanded,2025-03,1933,4059,biometric
Maharashtra,Nanded,2025-04,1916,3465,biometric
Maharashtra,Nanded,2025-05,1254,2936,biometric
Maharashtra,Nanded,2025-06,1395,2537,biometric
Maharashtra,Nanded,2025-07,986,2337,biometric
Maharashtra,Nanded,2025-08,2876,4388,biometric
Maharashtra,Nanded,2025-09,2786,2961,biometric
Maharashtra,Nanded,2025-10,3008,2962,biometric
Maharashtra,Nanded,2025-11,3288,3718,biometric
Maharashtra,Nanded,2025-12,3748,3380,biometric
Maharashtra,Nandurbar,2025-01,43015,81096,biometric
Maharashtra,Nandurbar,2025-02,972,2026,biometric
Maharashtra,Nandurbar,2025-03,880,2309,biometric
Maharashtra,Nandurbar,2025-04,812,1957,biometric
Maharashtra,Nandurbar,2025-05,674,1928,biometric
Maharashtra,Nandurbar,2025-06,601,1451,biometric
Maharashtra,Nandurbar,2025-07,428,1227,biometric
Maharashtra,Nandurbar,2025-08,1034,2513,biometric
Maharashtra,Nandurbar,2025-09,837,1880,biometric
Maharashtra,Nandurbar,2025-10,992,1925,biometric
Maharashtra,Nandurbar,2025-11,1206,1986,biometric
Maharashtra,Nandurbar,2025-12,1450,1990,biometric
Maharashtra,Nandurbar *,2025-01,0,55,biometric
Maharashtra,Nandurbar *,2025-02,0,58,biometric
Maharashtra,Nandurbar *,2025-03,0,72,biometric
Maharashtra,Nandurbar *,2025-04,2,71,biometric
Maharashtra,Nandurbar *,2025-05,1,81,biometric
Maharashtra,Nandurbar *,2025-06,0,40,biometric
Maharashtra,Nandurbar *,2025-07,0,36,biometric
Maharashtra,Nandurbar *,2025-08,2,80,biometric
Maharashtra,Nandurbar *,2025-09,2,44,biometric
Maharashtra,Nandurbar *,2025-10,0,45,biometric
Maharashtra,Nandurbar *,2025-11,0,59,biometric
Maharashtra,Nandurbar *,2025-12,1,74,biometric
Maharashtra,Nashik,2025-01,106521,206963,biometric
Maharashtra,Nashik,2025-02,4461,7034,biometric
Maharashtra,Nashik,2025-03,3535,5976,biometric
Maharashtra,Nashik,2025-04,3995,7203,biometric
Maharashtra,Nashik,2025-05,2284,5517,biometric
Maharashtra,Nashik,2025-06,2101,3585,biometric
Maharashtra,Nashik,2025-07,1885,4547,biometric
Maharashtra,Nashik,2025-08,4345,8873,biometric
Maharashtra,Nashik,2025-09,4218,5788,biometric
Maharashtra,Nashik,2025-10,4221,5134,biometric
Maharashtra,Nashik,2025-11,5313,7003,biometric
Maharashtra,Nashik,2025-12,5686,8046,biometric
Maharashtra,Osmanabad,2025-01,36042,63048,biometric
Maharashtra,Osmanabad,2025-02,1357,1374,biometric
Maharashtra,Osmanabad,2025-03,911,1307,biometric
Maharashtra,Osmanabad,2025-04,1007,1592,biometric
Maharashtra,Osmanabad,2025-05,649,1219,biometric
Maharashtra,Osmanabad,2025-06,594,679,biometric
Maharashtra,Osmanabad,2025-07,402,782,biometric
Maharashtra,Osmanabad,2025-08,1001,1524,biometric
Maharashtra,Osmanabad,2025-09,1085,1099,biometric
Maharashtra,Osmanabad,2025-10,1113,1026,biometric
Maharashtra,Osmanabad,2025-11,1545,1452,biometric
Maharashtra,Osmanabad,2025-12,1761,1571,biometric
Maharashtra,Palghar,2025-01,44318,42709,biometric
Maharashtra,Palghar,2025-02,2425,1069,biometric
Maharashtra,Palghar,2025-03,1655,999,biometric
Maharashtra,Palghar,2025-04,1662,1055,biometric
Maharashtra,Palghar,2025-05,1288,807,biometric
Maharashtra,Palghar,2025-06,1032,610,biometric
Maharashtra,Palghar,2025-07,948,551,biometric
Maharashtra,Palghar,2025-08,1855,1289,biometric
Maharashtra,Palghar,2025-09,1465,880,biometric
Maharashtra,Palghar,2025-10,1531,905,biometric
Maharashtra,Palghar,2025-11,2036,1085,biometric
Maharashtra,Palghar,2025-12,2458,1192,biometric
Maharashtra,Parbhani,2025-01,41521,67409,biometric
Maharashtra,Parbhani,2025-02,1529,1621,biometric
Maharashtra,Parbhani,2025-03,1244,1784,biometric
Maharashtra,Parbhani,2025-04,1421,2032,biometric
Maharashtra,Parbhani,2025-05,1007,1444,biometric
Maharashtra,Parbhani,2025-06,730,765,biometric
Maharashtra,Parbhani,2025-07,694,891,biometric
Maharashtra,Parbhani,2025-08,1926,2092,biometric
Maharashtra,Parbhani,2025-09,1386,1343,biometric
Maharashtra,Parbhani,2025-10,1668,1408,biometric
Maharashtra,Parbhani,2025-11,1894,1575,biometric
Maharashtra,Parbhani,2025-12,2296,1987,biometric
Maharashtra,Pune,2025-01,147125,205287,biometric
Maharashtra,Pune,2025-02,6594,5033,biometric
Maharashtra,Pune,2025-03,4417,4556,biometric
Maharashtra,Pune,2025-04,5237,5427,biometric
Maharashtra,Pune,2025-05,4369,4721,biometric
Maharashtra,Pune,2025-06,3782,3075,biometric
Maharashtra,Pune,2025-07,2811,3013,biometric
Maharashtra,Pune,2025-08,6296,5948,biometric
Maharashtra,Pune,2025-09,5026,4148,biometric
Maharashtra,Pune,2025-10,5425,4306,biometric
Maharashtra,Pune,2025-11,6355,5262,biometric
Maharashtra,Pune,2025-12,8250,6111,biometric
Maharashtra,Raigad,2025-01,1802,6253,biometric
Maharashtra,Raigad,2025-02,135,153,biometric
Maharashtra,Raigad,2025-03,72,153,biometric
Maharashtra,Raigad,2025-04,75,133,biometric
Maharashtra,Raigad,2025-05,80,164,biometric
Maharashtra,Raigad,2025-06,77,113,biometric
Maharashtra,Raigad,2025-07,44,77,biometric
Maharashtra,Raigad,2025-08,85,184,biometric
Maharashtra,Raigad,2025-09,71,162,biometric
Maharashtra,Raigad,2025-10,90,133,biometric
Maharashtra,Raigad,2025-11,102,146,biometric
Maharashtra,Raigad,2025-12,119,157,biometric
Maharashtra,Raigarh,2025-01,35707,48547,biometric
Maharashtra,Raigarh,2025-02,1564,1038,biometric
Maharashtra,Raigarh,2025-03,1130,1240,biometric
Maharashtra,Raigarh,2025-04,1162,1223,biometric
Maharashtra,Raigarh,2025-05,1182,1416,biometric
Maharashtra,Raigarh,2025-06,931,966,biometric
Maharashtra,Raigarh,2025-07,769,760,biometric
Maharashtra,Raigarh,2025-08,1638,1714,biometric
Maharashtra,Raigarh,2025-09,1357,1284,biometric
Maharashtra,Raigarh,2025-10,1434,1230,biometric
Maharashtra,Raigarh,2025-11,1688,1393,biometric
Maharashtra,Raigarh,2025-12,2006,1571,biometric
Maharashtra,Raigarh(Mh),2025-01,0,11,biometric
Maharashtra,Raigarh(Mh),2025-02,0,12,biometric
Maharashtra,Raigarh(Mh),2025-03,0,19,biometric
Maharashtra,Raigarh(Mh),2025-04,0,20,biometric
Maharashtra,Raigarh(Mh),2025-05,1,16,biometric
Maharashtra,Raigarh(Mh),2025-06,0,16,biometric
Maharashtra,Raigarh(Mh),2025-07,1,9,biometric
Maharashtra,Raigarh(Mh),2025-08,2,23,biometric
Maharashtra,Raigarh(Mh),2025-09,0,13,biometric
Maharashtra,Raigarh(Mh),2025-10,1,20,biometric
Maharashtra,Raigarh(Mh),2025-11,3,18,biometric
Maharashtra,Raigarh(Mh),2025-12,3,20,biometric
Maharashtra,Ratnagiri,2025-01,21540,43390,biometric
Maharashtra,Ratnagiri,2025-02,1066,1027,biometric
Maharashtra,Ratnagiri,2025-03,914,1311,biometric
Maharashtra,Ratnagiri,2025-04,1111,1497,biometric
Maharashtra,Ratnagiri,2025-05,1182,1832,biometric
Maharashtra,Ratnagiri,2025-06,883,969,biometric
Maharashtra,Ratnagiri,2025-07,515,1053,biometric
Maharashtra,Ratnagiri,2025-08,1199,2089,biometric
Maharashtra,Ratnagiri,2025-09,1384,1484,biometric
Maharashtra,Ratnagiri,2025-10,1404,1261,biometric
Maharashtra,Ratnagiri,2025-11,1692,1726,biometric
Maharashtra,Ratnagiri,2025-12,1861,1898,biometric
Maharashtra,Sangli,2025-01,42820,75859,biometric
Maharashtra,Sangli,2025-02,1737,1791,biometric
Maharashtra,Sangli,2025-03,1332,1879,biometric
Maharashtra,Sangli,2025-04,1614,2408,biometric
Maharashtra,Sangli,2025-05,1088,2081,biometric
Maharashtra,Sangli,2025-06,951,1210,biometric
Maharashtra,Sangli,2025-07,787,1467,biometric
Maharashtra,Sangli,2025-08,1999,3759,biometric
Maharashtra,Sangli,2025-09,1801,2014,biometric
Maharashtra,Sangli,2025-10,2133,2175,biometric
Maharashtra,Sangli,2025-11,2606,2805,biometric
Maharashtra,Sangli,2025-12,2950,2869,biometric
Maharashtra,Satara,2025-01,45472,64967,biometric
Maharashtra,Satara,2025-02,1950,1775,biometric
Maharashtra,Satara,2025-03,1340,1633,biometric
Maharashtra,Satara,2025-04,1766,1911,biometric
Maharashtra,Satara,2025-05,945,1567,biometric
Maharashtra,Satara,2025-06,859,933,biometric
Maharashtra,Satara,2025-07,755,1018,biometric
Maharashtra,Satara,2025-08,2112,2222,biometric
Maharashtra,Satara,2025-09,1931,1590,biometric
Maharashtra,Satara,2025-10,2352,1491,biometric
Maharashtra,Satara,2025-11,2756,1725,biometric
Maharashtra,Satara,2025-12,3375,2000,biometric
Maharashtra,Sindhudurg,2025-01,8084,14788,biometric
Maharashtra,Sindhudurg,2025-02,400,370,biometric
Maharashtra,Sindhudurg,2025-03,309,343,biometric
Maharashtra,Sindhudurg,2025-04,369,373,biometric
Maharashtra,Sindhudurg,2025-05,373,563,biometric
Maharashtra,Sindhudurg,2025-06,297,285,biometric
Maharashtra,Sindhudurg,2025-07,215,303,biometric
Maharashtra,Sindhudurg,2025-08,565,616,biometric
Maharashtra,Sindhudurg,2025-09,409,431,biometric
Maharashtra,Sindhudurg,2025-10,420,446,biometric
Maharashtra,Sindhudurg,2025-11,506,450,biometric
Maharashtra,Sindhudurg,2025-12,622,691,biometric
Maharashtra,Solapur,2025-01,73127,120808,biometric
Maharashtra,Solapur,2025-02,3724,2652,biometric
Maharashtra,Solapur,2025-03,1925,2200,biometric
Maharashtra,Solapur,2025-04,3080,2886,biometric
Maharashtra,Solapur,2025-05,2168,2563,biometric
Maharashtra,Solapur,2025-06,1504,1434,biometric
Maharashtra,Solapur,2025-07,1155,1440,biometric
Maharashtra,Solapur,2025-08,3572,3266,biometric
Maharashtra,Solapur,2025-09,3411,2480,biometric
Maharashtra,Solapur,2025-10,3199,2286,biometric
Maharashtra,Solapur,2025-11,4035,2904,biometric
Maharashtra,Solapur,2025-12,5031,3179,biometric
Maharashtra,Thane,2025-01,94539,214794,biometric
Maharashtra,Thane,2025-02,4661,5413,biometric
Maharashtra,Thane,2025-03,3006,5291,biometric
Maharashtra,Thane,2025-04,3434,6219,biometric
Maharashtra,Thane,2025-05,3432,5836,biometric
Maharashtra,Thane,2025-06,2693,4137,biometric
Maharashtra,Thane,2025-07,2583,4044,biometric
Maharashtra,Thane,2025-08,5134,7683,biometric
Maharashtra,Thane,2025-09,3354,5826,biometric
Maharashtra,Thane,2025-10,3532,5288,biometric
Maharashtra,Thane,2025-11,4914,7330,biometric
Maharashtra,Thane,2025-12,5490,8157,biometric
Maharashtra,Wardha,2025-01,18384,46193,biometric
Maharashtra,Wardha,2025-02,862,1437,biometric
Maharashtra,Wardha,2025-03,536,1040,biometric
Maharashtra,Wardha,2025-04,542,1549,biometric
Maharashtra,Wardha,2025-05,674,1856,biometric
Maharashtra,Wardha,2025-06,654,863,biometric
Maharashtra,Wardha,2025-07,389,1033,biometric
Maharashtra,Wardha,2025-08,1042,2471,biometric
Maharashtra,Wardha,2025-09,879,1214,biometric
Maharashtra,Wardha,2025-10,933,1216,biometric
Maharashtra,Wardha,2025-11,1135,1828,biometric
Maharashtra,Wardha,2025-12,1395,1930,biometric
Maharashtra,Washim,2025-01,21653,51238,biometric
Maharashtra,Washim,2025-02,908,2180,biometric
Maharashtra,Washim,2025-03,753,2000,biometric
Maharashtra,Washim,2025-04,709,1553,biometric
Maharashtra,Washim,2025-05,464,1527,biometric
Maharashtra,Washim,2025-06,505,1206,biometric
Maharashtra,Washim,2025-07,338,1096,biometric
Maharashtra,Washim,2025-08,815,2243,biometric
Maharashtra,Washim,2025-09,1026,1775,biometric
Maharashtra,Washim,2025-10,1018,1665,biometric
Maharashtra,Washim,2025-11,1315,2295,biometric
Maharashtra,Washim,2025-12,1409,2021,biometric
Maharashtra,Washim *,2025-01,1,26,biometric
Maharashtra,Washim *,2025-02,2,45,biometric
Maharashtra,Washim *,2025-03,2,18,biometric
Maharashtra,Washim *,2025-04,0,27,biometric
Maharashtra,Washim *,2025-05,0,31,biometric
Maharashtra,Washim *,2025-06,1,18,biometric
Maharashtra,Washim *,2025-07,0,19,biometric
Maharashtra,Washim *,2025-08,0,34,biometric
Maharashtra,Washim *,2025-09,2,38,biometric
Maharashtra,Washim *,2025-10,2,36,biometric
Maharashtra,Washim *,2025-11,6,35,biometric
Maharashtra,Washim *,2025-12,5,29,biometric
Maharashtra,Yavatmal,2025-01,47254,125269,biometric
Maharashtra,Yavatmal,2025-02,1693,3523,biometric
Maharashtra,Yavatmal,2025-03,1183,3494,biometric
Maharashtra,Yavatmal,2025-04,1459,5409,biometric
Maharashtra,Yavatmal,2025-05,1143,4710,biometric
Maharashtra,Yavatmal,2025-06,833,1925,biometric
Maharashtra,Yavatmal,2025-07,596,2906,biometric
Maharashtra,Yavatmal,2025-08,2088,6517,biometric
Maharashtra,Yavatmal,2025-09,1927,3686,biometric
Maharashtra,Yavatmal,2025-10,2008,3921,biometric
Maharashtra,Yavatmal,2025-11,2418,5653,biometric
Maharashtra,Yavatmal,2025-12,2732,5891,biometric
Manipur,Bishnupur,2025-01,9192,5977,biometric
Manipur,Bishnupur,2025-02,514,201,biometric
Manipur,Bishnupur,2025-03,385,150,biometric
Manipur,Bishnupur,2025-04,343,206,biometric
Manipur,Bishnupur,2025-05,325,202,biometric
Manipur,Bishnupur,2025-06,204,121,biometric
Manipur,Bishnupur,2025-07,354,148,biometric
Manipur,Bishnupur,2025-08,386,209,biometric
Manipur,Bishnupur,2025-09,366,166,biometric
Manipur,Bishnupur,2025-10,184,41,biometric
Manipur,Bishnupur,2025-11,710,138,biometric
Manipur,Bishnupur,2025-12,736,182,biometric
Manipur,Chandel,2025-01,2208,2633,biometric
Manipur,Chandel,2025-02,89,68,biometric
Manipur,Chandel,2025-03,119,45,biometric
Manipur,Chandel,2025-04,153,73,biometric
Manipur,Chandel,2025-05,88,58,biometric
Manipur,Chandel,2025-06,45,25,biometric
Manipur,Chandel,2025-07,85,28,biometric
Manipur,Chandel,2025-08,123,84,biometric
Manipur,Chandel,2025-09,103,60,biometric
Manipur,Chandel,2025-10,81,45,biometric
Manipur,Chandel,2025-11,112,56,biometric
Manipur,Chandel,2025-12,103,65,biometric
Manipur,Churachandpur,2025-01,5435,4816,biometric
Manipur,Churachandpur,2025-02,296,108,biometric
Manipur,Churachandpur,2025-03,217,122,biometric
Manipur,Churachandpur,2025-04,270,107,biometric
Manipur,Churachandpur,2025-05,332,119,biometric
Manipur,Churachandpur,2025-06,205,75,biometric
Manipur,Churachandpur,2025-07,195,116,biometric
Manipur,Churachandpur,2025-08,280,114,biometric
Manipur,Churachandpur,2025-09,159,69,biometric
Manipur,Churachandpur,2025-10,216,107,biometric
Manipur,Churachandpur,2025-11,193,109,biometric
Manipur,Churachandpur,2025-12,198,105,biometric
Manipur,Imphal East,2025-01,20404,12116,biometric
Manipur,Imphal East,2025-02,1057,579,biometric
Manipur,Imphal East,2025-03,933,364,biometric
Manipur,Imphal East,2025-04,753,501,biometric
Manipur,Imphal East,2025-05,470,522,biometric
Manipur,Imphal East,2025-06,216,284,biometric
Manipur,Imphal East,2025-07,520,427,biometric
Manipur,Imphal East,2025-08,569,457,biometric
Manipur,Imphal East,2025-09,472,350,biometric
Manipur,Imphal East,2025-10,486,407,biometric
Manipur,Imphal East,2025-11,607,401,biometric
Manipur,Imphal East,2025-12,609,428,biometric
Manipur,Imphal West,2025-01,16508,13382,biometric
Manipur,Imphal West,2025-02,868,728,biometric
Manipur,Imphal West,2025-03,511,372,biometric
Manipur,Imphal West,2025-04,786,582,biometric
Manipur,Imphal West,2025-05,698,510,biometric
Manipur,Imphal West,2025-06,537,442,biometric
Manipur,Imphal West,2025-07,846,748,biometric
Manipur,Imphal West,2025-08,953,759,biometric
Manipur,Imphal West,2025-09,834,442,biometric
Manipur,Imphal West,2025-10,1055,515,biometric
Manipur,Imphal West,2025-11,1223,640,biometric
Manipur,Imphal West,2025-12,1431,729,biometric
Manipur,Jiribam,2025-01,280,1190,biometric
Manipur,Jiribam,2025-02,21,20,biometric
Manipur,Jiribam,2025-03,3,9,biometric
Manipur,Jiribam,2025-04,13,19,biometric
Manipur,Jiribam,2025-05,4,12,biometric
Manipur,Jiribam,2025-06,4,16,biometric
Manipur,Jiribam,2025-07,3,4,biometric
Manipur,Jiribam,2025-08,8,11,biometric
Manipur,Jiribam,2025-09,4,15,biometric
Manipur,Jiribam,2025-10,6,8,biometric
Manipur,Jiribam,2025-11,6,14,biometric
Manipur,Jiribam,2025-12,5,5,biometric
Manipur,Kakching,2025-01,760,488,biometric
Manipur,Kakching,2025-02,28,8,biometric
Manipur,Kakching,2025-03,20,5,biometric
Manipur,Kakching,2025-04,14,8,biometric
Manipur,Kakching,2025-05,15,10,biometric
Manipur,Kakching,2025-06,12,7,biometric
Manipur,Kakching,2025-07,15,8,biometric
Manipur,Kakching,2025-08,23,8,biometric
Manipur,Kakching,2025-09,62,3,biometric
Manipur,Kakching,2025-10,64,7,biometric
Manipur,Kakching,2025-11,34,9,biometric
Manipur,Kakching,2025-12,20,6,biometric
Manipur,Senapati,2025-01,6859,5948,biometric
Manipur,Senapati,2025-02,322,149,biometric
Manipur,Senapati,2025-03,199,135,biometric
Manipur,Senapati,2025-04,255,221,biometric
Manipur,Senapati,2025-05,178,176,biometric
Manipur,Senapati,2025-06,154,163,biometric
Manipur,Senapati,2025-07,168,142,biometric
Manipur,Senapati,2025-08,316,236,biometric
Manipur,Senapati,2025-09,195,135,biometric
Manipur,Senapati,2025-10,217,150,biometric
Manipur,Senapati,2025-11,221,210,biometric
Manipur,Senapati,2025-12,251,183,biometric
Manipur,Tamenglong,2025-01,1759,2350,biometric
Manipur,Tamenglong,2025-02,56,44,biometric
Manipur,Tamenglong,2025-03,77,41,biometric
Manipur,Tamenglong,2025-04,180,66,biometric
Manipur,Tamenglong,2025-05,94,48,biometric
Manipur,Tamenglong,2025-06,58,47,biometric
Manipur,Tamenglong,2025-07,126,36,biometric
Manipur,Tamenglong,2025-08,154,77,biometric
Manipur,Tamenglong,2025-09,92,57,biometric
Manipur,Tamenglong,2025-10,83,59,biometric
Manipur,Tamenglong,2025-11,113,100,biometric
Manipur,Tamenglong,2025-12,150,104,biometric
Manipur,Thoubal,2025-01,15973,14016,biometric
Manipur,Thoubal,2025-02,802,467,biometric
Manipur,Thoubal,2025-03,490,234,biometric
Manipur,Thoubal,2025-04,617,430,biometric
Manipur,Thoubal,2025-05,555,451,biometric
Manipur,Thoubal,2025-06,323,287,biometric
Manipur,Thoubal,2025-07,750,445,biometric
Manipur,Thoubal,2025-08,876,461,biometric
Manipur,Thoubal,2025-09,634,336,biometric
Manipur,Thoubal,2025-10,882,393,biometric
Manipur,Thoubal,2025-11,758,467,biometric
Manipur,Thoubal,2025-12,910,476,biometric
Manipur,Ukhrul,2025-01,3468,4712,biometric
Manipur,Ukhrul,2025-02,103,127,biometric
Manipur,Ukhrul,2025-03,68,125,biometric
Manipur,Ukhrul,2025-04,155,132,biometric
Manipur,Ukhrul,2025-05,82,139,biometric
Manipur,Ukhrul,2025-06,60,40,biometric
Manipur,Ukhrul,2025-07,107,90,biometric
Manipur,Ukhrul,2025-08,187,141,biometric
Manipur,Ukhrul,2025-09,103,95,biometric
Manipur,Ukhrul,2025-10,122,103,biometric
Manipur,Ukhrul,2025-11,156,114,biometric
Manipur,Ukhrul,2025-12,186,156,biometric
Meghalaya,East Garo Hills,2025-01,675,1363,biometric
Meghalaya,East Garo Hills,2025-02,11,23,biometric
Meghalaya,East Garo Hills,2025-03,10,14,biometric
Meghalaya,East Garo Hills,2025-04,12,29,biometric
Meghalaya,East Garo Hills,2025-05,20,10,biometric
Meghalaya,East Garo Hills,2025-06,8,3,biometric
Meghalaya,East Garo Hills,2025-07,3,6,biometric
Meghalaya,East Garo Hills,2025-08,11,19,biometric
Meghalaya,East Garo Hills,2025-09,14,14,biometric
Meghalaya,East Garo Hills,2025-10,7,20,biometric
Meghalaya,East Garo Hills,2025-11,12,24,biometric
Meghalaya,East Garo Hills,2025-12,9,21,biometric
Meghalaya,East Jaintia Hills,2025-01,899,479,biometric
Meghalaya,East Jaintia Hills,2025-02,24,9,biometric
Meghalaya,East Jaintia Hills,2025-03,33,7,biometric
Meghalaya,East Jaintia Hills,2025-04,63,10,biometric
Meghalaya,East Jaintia Hills,2025-05,56,9,biometric
Meghalaya,East Jaintia Hills,2025-06,40,8,biometric
Meghalaya,East Jaintia Hills,2025-07,21,4,biometric
Meghalaya,East Jaintia Hills,2025-08,21,12,biometric
Meghalaya,East Jaintia Hills,2025-09,41,7,biometric
Meghalaya,East Jaintia Hills,2025-10,60,9,biometric
Meghalaya,East Jaintia Hills,2025-11,39,10,biometric
Meghalaya,East Jaintia Hills,2025-12,58,12,biometric
Meghalaya,East Khasi Hills,2025-01,4947,8711,biometric
Meghalaya,East Khasi Hills,2025-02,108,142,biometric
Meghalaya,East Khasi Hills,2025-03,158,135,biometric
Meghalaya,East Khasi Hills,2025-04,317,174,biometric
Meghalaya,East Khasi Hills,2025-05,428,160,biometric
Meghalaya,East Khasi Hills,2025-06,91,86,biometric
Meghalaya,East Khasi Hills,2025-07,39,50,biometric
Meghalaya,East Khasi Hills,2025-08,111,142,biometric
Meghalaya,East Khasi Hills,2025-09,161,134,biometric
Meghalaya,East Khasi Hills,2025-10,171,136,biometric
Meghalaya,East Khasi Hills,2025-11,171,156,biometric
Meghalaya,East Khasi Hills,2025-12,328,171,biometric
Meghalaya,Eastern West Khasi Hills,2025-01,1,0,biometric
Meghalaya,Eastern West Khasi Hills,2025-05,0,1,biometric
Meghalaya,Eastern West Khasi Hills,2025-08,0,2,biometric
Meghalaya,Jaintia Hills,2025-03,0,1,biometric
Meghalaya,Jaintia Hills,2025-04,0,1,biometric
Meghalaya,Jaintia Hills,2025-05,0,1,biometric
Meghalaya,Jaintia Hills,2025-10,0,1,biometric
Meghalaya,North Garo Hills,2025-01,475,289,biometric
Meghalaya,North Garo Hills,2025-02,12,2,biometric
Meghalaya,North Garo Hills,2025-03,10,6,biometric
Meghalaya,North Garo Hills,2025-04,16,4,biometric
Meghalaya,North Garo Hills,2025-05,20,5,biometric
Meghalaya,North Garo Hills,2025-06,8,1,biometric
Meghalaya,North Garo Hills,2025-07,6,2,biometric
Meghalaya,North Garo Hills,2025-08,17,5,biometric
Meghalaya,North Garo Hills,2025-09,11,8,biometric
Meghalaya,North Garo Hills,2025-10,14,5,biometric
Meghalaya,North Garo Hills,2025-11,14,5,biometric
Meghalaya,North Garo Hills,2025-12,15,5,biometric
Meghalaya,Ri Bhoi,2025-01,1194,1061,biometric
Meghalaya,Ri Bhoi,2025-02,37,22,biometric
Meghalaya,Ri Bhoi,2025-03,63,18,biometric
Meghalaya,Ri Bhoi,2025-04,32,29,biometric
Meghalaya,Ri Bhoi,2025-05,109,29,biometric
Meghalaya,Ri Bhoi,2025-06,31,17,biometric
Meghalaya,Ri Bhoi,2025-07,23,4,biometric
Meghalaya,Ri Bhoi,2025-08,46,20,biometric
Meghalaya,Ri Bhoi,2025-09,47,22,biometric
Meghalaya,Ri Bhoi,2025-10,64,34,biometric
Meghalaya,Ri Bhoi,2025-11,74,43,biometric
Meghalaya,Ri Bhoi,2025-12,77,28,biometric
Meghalaya,South Garo Hills,2025-01,295,540,biometric
Meghalaya,South Garo Hills,2025-02,14,13,biometric
Meghalaya,South Garo Hills,2025-03,18,9,biometric
Meghalaya,South Garo Hills,2025-04,9,12,biometric
Meghalaya,South Garo Hills,2025-05,16,14,biometric
Meghalaya,South Garo Hills,2025-06,10,2,biometric
Meghalaya,South Garo Hills,2025-07,10,1,biometric
Meghalaya,South Garo Hills,2025-08,13,7,biometric
Meghalaya,South Garo Hills,2025-09,12,4,biometric
Meghalaya,South Garo Hills,2025-10,8,10,biometric
Meghalaya,South Garo Hills,2025-11,2,1,biometric
Meghalaya,South Garo Hills,2025-12,30,7,biometric
