state,district,month,bio_age_5_17,bio_age_17_
Maharashtra,Mumbai City,2025-08,614,215
Maharashtra,Mumbai City,2025-09,373,194
Maharashtra,Mumbai City,2025-10,467,249
Maharashtra,Mumbai City,2025-11,579,261
Maharashtra,Mumbai City,2025-12,779,366
Maharashtra,Mumbai Suburban,2025-01,46841,49192
Maharashtra,Mumbai Suburban,2025-02,2799,1004
Maharashtra,Mumbai Suburban,2025-03,1756,1274
Maharashtra,Mumbai Suburban,2025-04,1890,1064
Maharashtra,Mumbai Suburban,2025-05,1563,1009
Maharashtra,Mumbai Suburban,2025-06,1233,713
Maharashtra,Mumbai Suburban,2025-07,1162,659
Maharashtra,Mumbai Suburban,2025-08,1997,1033
Maharashtra,Mumbai Suburban,2025-09,1497,961
Maharashtra,Mumbai Suburban,2025-10,1851,991
Maharashtra,Mumbai Suburban,2025-11,2443,1156
Maharashtra,Mumbai Suburban,2025-12,2983,1253
Maharashtra,Mumbai( Sub Urban ),2025-01,54,372
Maharashtra,Mumbai( Sub Urban ),2025-02,16,134
Maharashtra,Mumbai( Sub Urban ),2025-03,10,167
Maharashtra,Mumbai( Sub Urban ),2025-04,18,168
Maharashtra,Mumbai( Sub Urban ),2025-05,15,163
Maharashtra,Mumbai( Sub Urban ),2025-06,10,124
Maharashtra,Mumbai( Sub Urban ),2025-07,6,77
Maharashtra,Mumbai( Sub Urban ),2025-08,17,173
Maharashtra,Mumbai( Sub Urban ),2025-09,17,152
Maharashtra,Mumbai( Sub Urban ),2025-10,19,134
Maharashtra,Mumbai( Sub Urban ),2025-11,14,171
Maharashtra,Mumbai( Sub Urban ),2025-12,11,256
Maharashtra,Nagpur,2025-01,61226,147210
Maharashtra,Nagpur,2025-02,2098,3582
Maharashtra,Nagpur,2025-03,1410,3216
Maharashtra,Nagpur,2025-04,1774,4114
Maharashtra,Nagpur,2025-05,1400,3348
Maharashtra,Nagpur,2025-06,1164,2034
Maharashtra,Nagpur,2025-07,886,2101
Maharashtra,Nagpur,2025-08,2214,5266
Maharashtra,Nagpur,2025-09,1611,2821
Maharashtra,Nagpur,2025-10,2051,3547
Maharashtra,Nagpur,2025-11,2360,4327
Maharashtra,Nagpur,2025-12,2756,4784
Maharashtra,Nanded,2025-01,64611,131914
Maharashtra,Nanded,2025-02,2407,4506
Maharashtra,Nanded,2025-03,1933,4059
Maharashtra,Nanded,2025-04,1916,3465
Maharashtra,Nanded,2025-05,1254,2936
Maharashtra,Nanded,2025-06,1395,2537
Maharashtra,Nanded,2025-07,986,2337
Maharashtra,Nanded,2025-08,2876,4388
Maharashtra,Nanded,2025-09,2786,2961
Maharashtra,Nanded,2025-10,3008,2962
Maharashtra,Nanded,2025-11,3288,3718
Maharashtra,Nanded,2025-12,3748,3380
Maharashtra,Nandurbar,2025-01,43015,81096
Maharashtra,Nandurbar,2025-02,972,2026
Maharashtra,Nandurbar,2025-03,880,2309
Maharashtra,Nandurbar,2025-04,812,1957
Maharashtra,Nandurbar,2025-05,674,1928
Maharashtra,Nandurbar,2025-06,601,1451
Maharashtra,Nandurbar,2025-07,428,1227
Maharashtra,Nandurbar,2025-08,1034,2513
Maharashtra,Nandurbar,2025-09,837,1880
Maharashtra,Nandurbar,2025-10,992,1925
Maharashtra,Nandurbar,2025-11,1206,1986
Maharashtra,Nandurbar,2025-12,1450,1990
Maharashtra,Nandurbar *,2025-01,0,55
Maharashtra,Nandurbar *,2025-02,0,58
Maharashtra,Nandurbar *,2025-03,0,72
Maharashtra,Nandurbar *,2025-04,2,71
Maharashtra,Nandurbar *,2025-05,1,81
Maharashtra,Nandurbar *,2025-06,0,40
Maharashtra,Nandurbar *,2025-07,0,36
Maharashtra,Nandurbar *,2025-08,2,80
Maharashtra,Nandurbar *,2025-09,2,44
Maharashtra,Nandurbar *,2025-10,0,45
Maharashtra,Nandurbar *,2025-11,0,59
Maharashtra,Nandurbar *,2025-12,1,74
Maharashtra,Nashik,2025-01,106521,206963
Maharashtra,Nashik,2025-02,4461,7034
Maharashtra,Nashik,2025-03,3535,5976
Maharashtra,Nashik,2025-04,3995,7203
Maharashtra,Nashik,2025-05,2284,5517
Maharashtra,Nashik,2025-06,2101,3585
Maharashtra,Nashik,2025-07,1885,4547
Maharashtra,Nashik,2025-08,4345,8873
Maharashtra,Nashik,2025-09,4218,5788
Maharashtra,Nashik,2025-10,4221,5134
Maharashtra,Nashik,2025-11,5313,7003
Maharashtra,Nashik,2025-12,5686,8046
Maharashtra,Osmanabad,2025-01,36042,63048
Maharashtra,Osmanabad,2025-02,1357,1374
Maharashtra,Osmanabad,2025-03,911,1307
Maharashtra,Osmanabad,2025-04,1007,1592
Maharashtra,Osmanabad,2025-05,649,1219
Maharashtra,Osmanabad,2025-06,594,679
Maharashtra,Osmanabad,2025-07,402,782
Maharashtra,Osmanabad,2025-08,1001,1524
Maharashtra,Osmanabad,2025-09,1085,1099
Maharashtra,Osmanabad,2025-10,1113,1026
Maharashtra,Osmanabad,2025-11,1545,1452
Maharashtra,Osmanabad,2025-12,1761,1571
Maharashtra,Palghar,2025-01,44318,42709
Maharashtra,Palghar,2025-02,2425,1069
Maharashtra,Palghar,2025-03,1655,999
Maharashtra,Palghar,2025-04,1662,1055
Maharashtra,Palghar,2025-05,1288,807
Maharashtra,Palghar,2025-06,1032,610
Maharashtra,Palghar,2025-07,948,551
Maharashtra,Palghar,2025-08,1855,1289
Maharashtra,Palghar,2025-09,1465,880
Maharashtra,Palghar,2025-10,1531,905
Maharashtra,Palghar,2025-11,2036,1085
Maharashtra,Palghar,2025-12,2458,1192
Maharashtra,Parbhani,2025-01,41521,67409
Maharashtra,Parbhani,2025-02,1529,1621
Maharashtra,Parbhani,2025-03,1244,1784
Maharashtra,Parbhani,2025-04,1421,2032
Maharashtra,Parbhani,2025-05,1007,1444
Maharashtra,Parbhani,2025-06,730,765
Maharashtra,Parbhani,2025-07,694,891
Maharashtra,Parbhani,2025-08,1926,2092
Maharashtra,Parbhani,2025-09,1386,1343
Maharashtra,Parbhani,2025-10,1668,1408
Maharashtra,Parbhani,2025-11,1894,1575
Maharashtra,Parbhani,2025-12,2296,1987
Maharashtra,Pune,2025-01,147125,205287
Maharashtra,Pune,2025-02,6594,5033
Maharashtra,Pune,2025-03,4417,4556
Maharashtra,Pune,2025-04,5237,5427
Maharashtra,Pune,2025-05,4369,4721
Maharashtra,Pune,2025-06,3782,3075
Maharashtra,Pune,2025-07,2811,3013
Maharashtra,Pune,2025-08,6296,5948
Maharashtra,Pune,2025-09,5026,4148
Maharashtra,Pune,2025-10,5425,4306
Maharashtra,Pune,2025-11,6355,5262
Maharashtra,Pune,2025-12,8250,6111
Maharashtra,Raigad,2025-01,1802,6253
Maharashtra,Raigad,2025-02,135,153
Maharashtra,Raigad,2025-03,72,153
Maharashtra,Raigad,2025-04,75,133
Maharashtra,Raigad,2025-05,80,164
Maharashtra,Raigad,2025-06,77,113
Maharashtra,Raigad,2025-07,44,77
Maharashtra,Raigad,2025-08,85,184
Maharashtra,Raigad,2025-09,71,162
Maharashtra,Raigad,2025-10,90,133
Maharashtra,Raigad,2025-11,102,146
Maharashtra,Raigad,2025-12,119,157
Maharashtra,Raigarh,2025-01,35707,48547
Maharashtra,Raigarh,2025-02,1564,1038
Maharashtra,Raigarh,2025-03,1130,1240
Maharashtra,Raigarh,2025-04,1162,1223
Maharashtra,Raigarh,2025-05,1182,1416
Maharashtra,Raigarh,2025-06,931,966
Maharashtra,Raigarh,2025-07,769,760
Maharashtra,Raigarh,2025-08,1638,1714
Maharashtra,Raigarh,2025-09,1357,1284
Maharashtra,Raigarh,2025-10,1434,1230
Maharashtra,Raigarh,2025-11,1688,1393
Maharashtra,Raigarh,2025-12,2006,1571
Maharashtra,Raigarh(Mh),2025-01,0,11
Maharashtra,Raigarh(Mh),2025-02,0,12
Maharashtra,Raigarh(Mh),2025-03,0,19
Maharashtra,Raigarh(Mh),2025-04,0,20
Maharashtra,Raigarh(Mh),2025-05,1,16
Maharashtra,Raigarh(Mh),2025-06,0,16
Maharashtra,Raigarh(Mh),2025-07,1,9
Maharashtra,Raigarh(Mh),2025-08,2,23
Maharashtra,Raigarh(Mh),2025-09,0,13
Maharashtra,Raigarh(Mh),2025-10,1,20
Maharashtra,Raigarh(Mh),2025-11,3,18
Maharashtra,Raigarh(Mh),2025-12,3,20
Maharashtra,Ratnagiri,2025-01,21540,43390
Maharashtra,Ratnagiri,2025-02,1066,1027
Maharashtra,Ratnagiri,2025-03,914,1311
Maharashtra,Ratnagiri,2025-04,1111,1497
Maharashtra,Ratnagiri,2025-05,1182,1832
Maharashtra,Ratnagiri,2025-06,883,969
Maharashtra,Ratnagiri,2025-07,515,1053
Maharashtra,Ratnagiri,2025-08,1199,2089
Maharashtra,Ratnagiri,2025-09,1384,1484
Maharashtra,Ratnagiri,2025-10,1404,1261
Maharashtra,Ratnagiri,2025-11,1692,1726
Maharashtra,Ratnagiri,2025-12,1861,1898
Maharashtra,Sangli,2025-01,42820,75859
Maharashtra,Sangli,2025-02,1737,1791
Maharashtra,Sangli,2025-03,1332,1879
Maharashtra,Sangli,2025-04,1614,2408
Maharashtra,Sangli,2025-05,1088,2081
Maharashtra,Sangli,2025-06,951,1210
Maharashtra,Sangli,2025-07,787,1467
Maharashtra,Sangli,2025-08,1999,3759
Maharashtra,Sangli,2025-09,1801,2014
Maharashtra,Sangli,2025-10,2133,2175
Maharashtra,Sangli,2025-11,2606,2805
Maharashtra,Sangli,2025-12,2950,2869
Maharashtra,Satara,2025-01,45472,64967
Maharashtra,Satara,2025-02,1950,1775
Maharashtra,Satara,2025-03,1340,1633
Maharashtra,Satara,2025-04,1766,1911
Maharashtra,Satara,2025-05,945,1567
Maharashtra,Satara,2025-06,859,933
Maharashtra,Satara,2025-07,755,1018
Maharashtra,Satara,2025-08,2112,2222
Maharashtra,Satara,2025-09,1931,1590
Maharashtra,Satara,2025-10,2352,1491
Maharashtra,Satara,2025-11,2756,1725
Maharashtra,Satara,2025-12,3375,2000
Maharashtra,Sindhudurg,2025-01,8084,14788
Maharashtra,Sindhudurg,2025-02,400,370
Maharashtra,Sindhudurg,2025-03,309,343
Maharashtra,Sindhudurg,2025-04,369,373
Maharashtra,Sindhudurg,2025-05,373,563
Maharashtra,Sindhudurg,2025-06,297,285
Maharashtra,Sindhudurg,2025-07,215,303
Maharashtra,Sindhudurg,2025-08,565,616
Maharashtra,Sindhudurg,2025-09,409,431
Maharashtra,Sindhudurg,2025-10,420,446
Maharashtra,Sindhudurg,2025-11,506,450
Maharashtra,Sindhudurg,2025-12,622,691
Maharashtra,Solapur,2025-01,73127,120808
Maharashtra,Solapur,2025-02,3724,2652
Maharashtra,Solapur,2025-03,1925,2200
Maharashtra,Solapur,2025-04,3080,2886
Maharashtra,Solapur,2025-05,2168,2563
Maharashtra,Solapur,2025-06,1504,1434
Maharashtra,Solapur,2025-07,1155,1440
Maharashtra,Solapur,2025-08,3572,3266
Maharashtra,Solapur,2025-09,3411,2480
Maharashtra,Solapur,2025-10,3199,2286
Maharashtra,Solapur,2025-11,4035,2904
Maharashtra,Solapur,2025-12,5031,3179
Maharashtra,Thane,2025-01,94539,214794
Maharashtra,Thane,2025-02,4661,5413
Maharashtra,Thane,2025-03,3006,5291
Maharashtra,Thane,2025-04,3434,6219
Maharashtra,Thane,2025-05,3432,5836
Maharashtra,Thane,2025-06,2693,4137
Maharashtra,Thane,2025-07,2583,4044
Maharashtra,Thane,2025-08,5134,7683
Maharashtra,Thane,2025-09,3354,5826
Maharashtra,Thane,2025-10,3532,5288
Maharashtra,Thane,2025-11,4914,7330
Maharashtra,Thane,2025-12,5490,8157
Maharashtra,Wardha,2025-01,18384,46193
Maharashtra,Wardha,2025-02,862,1437
Maharashtra,Wardha,2025-03,536,1040
Maharashtra,Wardha,2025-04,542,1549
Maharashtra,Wardha,2025-05,674,1856
Maharashtra,Wardha,2025-06,654,863
Maharashtra,Wardha,2025-07,389,1033
Maharashtra,Wardha,2025-08,1042,2471
Maharashtra,Wardha,2025-09,879,1214
Maharashtra,Wardha,2025-10,933,1216
Maharashtra,Wardha,2025-11,1135,1828
Maharashtra,Wardha,2025-12,1395,1930
Maharashtra,Washim,2025-01,21653,51238
Maharashtra,Washim,2025-02,908,2180
Maharashtra,Washim,2025-03,753,2000
Maharashtra,Washim,2025-04,709,1553
Maharashtra,Washim,2025-05,464,1527
Maharashtra,Washim,2025-06,505,1206
Maharashtra,Washim,2025-07,338,1096
Maharashtra,Washim,2025-08,815,2243
Maharashtra,Washim,2025-09,1026,1775
Maharashtra,Washim,2025-10,1018,1665
Maharashtra,Washim,2025-11,1315,2295
Maharashtra,Washim,2025-12,1409,2021
Maharashtra,Washim *,2025-01,1,26
Maharashtra,Washim *,2025-02,2,45
Maharashtra,Washim *,2025-03,2,18
Maharashtra,Washim *,2025-04,0,27
Maharashtra,Washim *,2025-05,0,31
Maharashtra,Washim *,2025-06,1,18
Maharashtra,Washim *,2025-07,0,19
Maharashtra,Washim *,2025-08,0,34
Maharashtra,Washim *,2025-09,2,38
Maharashtra,Washim *,2025-10,2,36
Maharashtra,Washim *,2025-11,6,35
Maharashtra,Washim *,2025-12,5,29
Maharashtra,Yavatmal,2025-01,47254,125269
Maharashtra,Yavatmal,2025-02,1693,3523
Maharashtra,Yavatmal,2025-03,1183,3494
Maharashtra,Yavatmal,2025-04,1459,5409
Maharashtra,Yavatmal,2025-05,1143,4710
Maharashtra,Yavatmal,2025-06,833,1925
Maharashtra,Yavatmal,2025-07,596,2906
Maharashtra,Yavatmal,2025-08,2088,6517
Maharashtra,Yavatmal,2025-09,1927,3686
Maharashtra,Yavatmal,2025-10,2008,3921
Maharashtra,Yavatmal,2025-11,2418,5653
Maharashtra,Yavatmal,2025-12,2732,5891
Manipur,Bishnupur,2025-01,9192,5977
Manipur,Bishnupur,2025-02,514,201
Manipur,Bishnupur,2025-03,385,150
Manipur,Bishnupur,2025-04,343,206
Manipur,Bishnupur,2025-05,325,202
Manipur,Bishnupur,2025-06,204,121
Manipur,Bishnupur,2025-07,354,148
Manipur,Bishnupur,2025-08,386,209
Manipur,Bishnupur,2025-09,366,166
Manipur,Bishnupur,2025-10,184,41
Manipur,Bishnupur,2025-11,710,138
Manipur,Bishnupur,2025-12,736,182
Manipur,Chandel,2025-01,2208,2633
Manipur,Chandel,2025-02,89,68
Manipur,Chandel,2025-03,119,45
Manipur,Chandel,2025-04,153,73
Manipur,Chandel,2025-05,88,58
Manipur,Chandel,2025-06,45,25
Manipur,Chandel,2025-07,85,28
Manipur,Chandel,2025-08,123,84
Manipur,Chandel,2025-09,103,60
Manipur,Chandel,2025-10,81,45
Manipur,Chandel,2025-11,112,56
Manipur,Chandel,2025-12,103,65
Manipur,Churachandpur,2025-01,5435,4816
Manipur,Churachandpur,2025-02,296,108
Manipur,Churachandpur,2025-03,217,122
Manipur,Churachandpur,2025-04,270,107
Manipur,Churachandpur,2025-05,332,119
Manipur,Churachandpur,2025-06,205,75
Manipur,Churachandpur,2025-07,195,116
Manipur,Churachandpur,2025-08,280,114
Manipur,Churachandpur,2025-09,159,69
Manipur,Churachandpur,2025-10,216,107
Manipur,Churachandpur,2025-11,193,109
Manipur,Churachandpur,2025-12,198,105
Manipur,Imphal East,2025-01,20404,12116
Manipur,Imphal East,2025-02,1057,579
Manipur,Imphal East,2025-03,933,364
Manipur,Imphal East,2025-04,753,501
Manipur,Imphal East,2025-05,470,522
Manipur,Imphal East,2025-06,216,284
Manipur,Imphal East,2025-07,520,427
Manipur,Imphal East,2025-08,569,457
Manipur,Imphal East,2025-09,472,350
Manipur,Imphal East,2025-10,486,407
Manipur,Imphal East,2025-11,607,401
Manipur,Imphal East,2025-12,609,428
Manipur,Imphal West,2025-01,16508,13382
Manipur,Imphal West,2025-02,868,728
Manipur,Imphal West,2025-03,511,372
Manipur,Imphal West,2025-04,786,582
Manipur,Imphal West,2025-05,698,510
Manipur,Imphal West,2025-06,537,442
Manipur,Imphal West,2025-07,846,748
Manipur,Imphal West,2025-08,953,759
Manipur,Imphal West,2025-09,834,442
Manipur,Imphal West,2025-10,1055,515
Manipur,Imphal West,2025-11,1223,640
Manipur,Imphal West,2025-12,1431,729
Manipur,Jiribam,2025-01,280,1190
Manipur,Jiribam,2025-02,21,20
Manipur,Jiribam,2025-03,3,9
Manipur,Jiribam,2025-04,13,19
Manipur,Jiribam,2025-05,4,12
Manipur,Jiribam,2025-06,4,16
Manipur,Jiribam,2025-07,3,4
Manipur,Jiribam,2025-08,8,11
Manipur,Jiribam,2025-09,4,15
Manipur,Jiribam,2025-10,6,8
Manipur,Jiribam,2025-11,6,14
Manipur,Jiribam,2025-12,5,5
Manipur,Kakching,2025-01,760,488
Manipur,Kakching,2025-02,28,8
Manipur,Kakching,2025-03,20,5
Manipur,Kakching,2025-04,14,8
Manipur,Kakching,2025-05,15,10
Manipur,Kakching,2025-06,12,7
Manipur,Kakching,2025-07,15,8
Manipur,Kakching,2025-08,23,8
Manipur,Kakching,2025-09,62,3
Manipur,Kakching,2025-10,64,7
Manipur,Kakching,2025-11,34,9
Manipur,Kakching,2025-12,20,6
Manipur,Senapati,2025-01,6859,5948
Manipur,Senapati,2025-02,322,149
Manipur,Senapati,2025-03,199,135
Manipur,Senapati,2025-04,255,221
Manipur,Senapati,2025-05,178,176
Manipur,Senapati,2025-06,154,163
Manipur,Senapati,2025-07,168,142
Manipur,Senapati,2025-08,316,236
Manipur,Senapati,2025-09,195,135
Manipur,Senapati,2025-10,217,150
Manipur,Senapati,2025-11,221,210
Manipur,Senapati,2025-12,251,183
Manipur,Tamenglong,2025-01,1759,2350
Manipur,Tamenglong,2025-02,56,44
Manipur,Tamenglong,2025-03,77,41
Manipur,Tamenglong,2025-04,180,66
Manipur,Tamenglong,2025-05,94,48
Manipur,Tamenglong,2025-06,58,47
Manipur,Tamenglong,2025-07,126,36
Manipur,Tamenglong,2025-08,154,77
Manipur,Tamenglong,2025-09,92,57
Manipur,Tamenglong,2025-10,83,59
Manipur,Tamenglong,2025-11,113,100
Manipur,Tamenglong,2025-12,150,104
Manipur,Thoubal,2025-01,15973,14016
Manipur,Thoubal,2025-02,802,467
Manipur,Thoubal,2025-03,490,234
Manipur,Thoubal,2025-04,617,430
Manipur,Thoubal,2025-05,555,451
Manipur,Thoubal,2025-06,323,287
Manipur,Thoubal,2025-07,750,445
Manipur,Thoubal,2025-08,876,461
Manipur,Thoubal,2025-09,634,336
Manipur,Thoubal,2025-10,882,393
Manipur,Thoubal,2025-11,758,467
Manipur,Thoubal,2025-12,910,476
Manipur,Ukhrul,2025-01,3468,4712
Manipur,Ukhrul,2025-02,103,127
Manipur,Ukhrul,2025-03,68,125
Manipur,Ukhrul,2025-04,155,132
Manipur,Ukhrul,2025-05,82,139
Manipur,Ukhrul,2025-06,60,40
Manipur,Ukhrul,2025-07,107,90
Manipur,Ukhrul,2025-08,187,141
Manipur,Ukhrul,2025-09,103,95
Manipur,Ukhrul,2025-10,122,103
Manipur,Ukhrul,2025-11,156,114
Manipur,Ukhrul,2025-12,186,156
Meghalaya,East Garo Hills,2025-01,675,1363
Meghalaya,East Garo Hills,2025-02,11,23
Meghalaya,East Garo Hills,2025-03,10,14
Meghalaya,East Garo Hills,2025-04,12,29
Meghalaya,East Garo Hills,2025-05,20,10
Meghalaya,East Garo Hills,2025-06,8,3
Meghalaya,East Garo Hills,2025-07,3,6
Meghalaya,East Garo Hills,2025-08,11,19
Meghalaya,East Garo Hills,2025-09,14,14
Meghalaya,East Garo Hills,2025-10,7,20
Meghalaya,East Garo Hills,2025-11,12,24
Meghalaya,East Garo Hills,2025-12,9,21
Meghalaya,East Jaintia Hills,2025-01,899,479
Meghalaya,East Jaintia Hills,2025-02,24,9
Meghalaya,East Jaintia Hills,2025-03,33,7
Meghalaya,East Jaintia Hills,2025-04,63,10
Meghalaya,East Jaintia Hills,2025-05,56,9
Meghalaya,East Jaintia Hills,2025-06,40,8
Meghalaya,East Jaintia Hills,2025-07,21,4
Meghalaya,East Jaintia Hills,2025-08,21,12
Meghalaya,East Jaintia Hills,2025-09,41,7
Meghalaya,East Jaintia Hills,2025-10,60,9
Meghalaya,East Jaintia Hills,2025-11,39,10
Meghalaya,East Jaintia Hills,2025-12,58,12
Meghalaya,East Khasi Hills,2025-01,4947,8711
Meghalaya,East Khasi Hills,2025-02,108,142
Meghalaya,East Khasi Hills,2025-03,158,135
Meghalaya,East Khasi Hills,2025-04,317,174
Meghalaya,East Khasi Hills,2025-05,428,160
Meghalaya,East Khasi Hills,2025-06,91,86
Meghalaya,East Khasi Hills,2025-07,39,50
Meghalaya,East Khasi Hills,2025-08,111,142
Meghalaya,East Khasi Hills,2025-09,161,134
Meghalaya,East Khasi Hills,2025-10,171,136
Meghalaya,East Khasi Hills,2025-11,171,156
Meghalaya,East Khasi Hills,2025-12,328,171
Meghalaya,Eastern West Khasi Hills,2025-01,1,0
Meghalaya,Eastern West Khasi Hills,2025-05,0,1
Meghalaya,Eastern West Khasi Hills,2025-08,0,2
Meghalaya,Jaintia Hills,2025-03,0,1
Meghalaya,Jaintia Hills,2025-04,0,1
Meghalaya,Jaintia Hills,2025-05,0,1
Meghalaya,Jaintia Hills,2025-10,0,1
Meghalaya,North Garo Hills,2025-01,475,289
Meghalaya,North Garo Hills,2025-02,12,2
Meghalaya,North Garo Hills,2025-03,10,6
Meghalaya,North Garo Hills,2025-04,16,4
Meghalaya,North Garo Hills,2025-05,20,5
Meghalaya,North Garo Hills,2025-06,8,1
Meghalaya,North Garo Hills,2025-07,6,2
Meghalaya,North Garo Hills,2025-08,17,5
Meghalaya,North Garo Hills,2025-09,11,8
Meghalaya,North Garo Hills,2025-10,14,5
Meghalaya,North Garo Hills,2025-11,14,5
Meghalaya,North Garo Hills,2025-12,15,5
Meghalaya,Ri Bhoi,2025-01,1194,1061
Meghalaya,Ri Bhoi,2025-02,37,22
Meghalaya,Ri Bhoi,2025-03,63,18
Meghalaya,Ri Bhoi,2025-04,32,29
Meghalaya,Ri Bhoi,2025-05,109,29
Meghalaya,Ri Bhoi,2025-06,31,17
Meghalaya,Ri Bhoi,2025-07,23,4
Meghalaya,Ri Bhoi,2025-08,46,20
Meghalaya,Ri Bhoi,2025-09,47,22
Meghalaya,Ri Bhoi,2025-10,64,34
Meghalaya,Ri Bhoi,2025-11,74,43
Meghalaya,Ri Bhoi,2025-12,77,28
Meghalaya,South Garo Hills,2025-01,295,540
Meghalaya,South Garo Hills,2025-02,14,13
Meghalaya,South Garo Hills,2025-03,18,9
Meghalaya,South Garo Hills,2025-04,9,12
Meghalaya,South Garo Hills,2025-05,16,14
Meghalaya,South Garo Hills,2025-06,10,2
Meghalaya,South Garo Hills,2025-07,10,1
Meghalaya,South Garo Hills,2025-08,13,7
Meghalaya,South Garo Hills,2025-09,12,4
Meghalaya,South Garo Hills,2025-10,8,10
Meghalaya,South Garo Hills,2025-11,2,1
Meghalaya,South Garo Hills,2025-12,30,7
Meghalaya,South West Garo Hills,2025-01,1131,1833
Meghalaya,South West Garo Hills,2025-02,27,21
Meghalaya,South West Garo Hills,2025-03,48,36
Meghalaya,South West Garo Hills,2025-04,41,24
Meghalaya,South West Garo Hills,2025-05,51,27
Meghalaya,South West Garo Hills,2025-06,5,10
Meghalaya,South West Garo Hills,2025-07,7,4
Meghalaya,South West Garo Hills,2025-08,32,23
Meghalaya,South West Garo Hills,2025-09,25,19
Meghalaya,South West Garo Hills,2025-10,97,22
Meghalaya,South West Garo Hills,2025-11,55,33
Meghalaya,South West Garo Hills,2025-12,49,34
Meghalaya,South West Khasi Hills,2025-01,1028,1040
Meghalaya,South West Khasi Hills,2025-02,24,12
Meghalaya,South West Khasi Hills,2025-03,34,14
Meghalaya,South West Khasi Hills,2025-04,18,21
Meghalaya,South West Khasi Hills,2025-05,58,20
Meghalaya,South West Khasi Hills,2025-06,29,4
Meghalaya,South West Khasi Hills,2025-07,56,8
Meghalaya,South West Khasi Hills,2025-08,22,22
Meghalaya,South West Khasi Hills,2025-09,22,32
Meghalaya,South West Khasi Hills,2025-10,56,20
Meghalaya,South West Khasi Hills,2025-11,73,42
Meghalaya,South West Khasi Hills,2025-12,40,39
Meghalaya,West Garo Hills,2025-01,5899,21144
Meghalaya,West Garo Hills,2025-02,95,154
Meghalaya,West Garo Hills,2025-03,106,165
Meghalaya,West Garo Hills,2025-04,99,191
Meghalaya,West Garo Hills,2025-05,121,195
Meghalaya,West Garo Hills,2025-06,85,90
Meghalaya,West Garo Hills,2025-07,31,42
Meghalaya,West Garo Hills,2025-08,92,157
Meghalaya,West Garo Hills,2025-09,93,167
Meghalaya,West Garo Hills,2025-10,93,193
Meghalaya,West Garo Hills,2025-11,106,186
Meghalaya,West Garo Hills,2025-12,104,227
Meghalaya,West Jaintia Hills,2025-01,2429,1336
Meghalaya,West Jaintia Hills,2025-02,56,20
Meghalaya,West Jaintia Hills,2025-03,100,36
Meghalaya,West Jaintia Hills,2025-04,101,30
Meghalaya,West Jaintia Hills,2025-05,116,39
Meghalaya,West Jaintia Hills,2025-06,18,8
Meghalaya,West Jaintia Hills,2025-07,25,8
Meghalaya,West Jaintia Hills,2025-08,57,19
Meghalaya,West Jaintia Hills,2025-09,77,21
Meghalaya,West Jaintia Hills,2025-10,46,24
Meghalaya,West Jaintia Hills,2025-11,41,25
Meghalaya,West Jaintia Hills,2025-12,48,16
Meghalaya,West Khasi Hills,2025-01,2144,2029
Meghalaya,West Khasi Hills,2025-02,32,28
Meghalaya,West Khasi Hills,2025-03,47,27
Meghalaya,West Khasi Hills,2025-04,72,50
Meghalaya,West Khasi Hills,2025-05,143,42
Meghalaya,West Khasi Hills,2025-06,27,18
Meghalaya,West Khasi Hills,2025-07,74,20
Meghalaya,West Khasi Hills,2025-08,51,35
Meghalaya,West Khasi Hills,2025-09,42,24
Meghalaya,West Khasi Hills,2025-10,34,31
Meghalaya,West Khasi Hills,2025-11,80,41
Meghalaya,West Khasi Hills,2025-12,107,47
Mizoram,Aizawl,2025-01,20173,8680
Mizoram,Aizawl,2025-02,514,99
Mizoram,Aizawl,2025-03,337,108
Mizoram,Aizawl,2025-04,362,122
Mizoram,Aizawl,2025-05,193,86
Mizoram,Aizawl,2025-06,141,45
Mizoram,Aizawl,2025-07,71,42
Mizoram,Aizawl,2025-08,123,95
Mizoram,Aizawl,2025-09,158,94
Mizoram,Aizawl,2025-10,120,93
Mizoram,Aizawl,2025-11,146,93
Mizoram,Aizawl,2025-12,166,86
Mizoram,Champhai,2025-01,10398,3704
Mizoram,Champhai,2025-02,73,35
Mizoram,Champhai,2025-03,56,22
Mizoram,Champhai,2025-04,54,31
Mizoram,Champhai,2025-05,47,26
Mizoram,Champhai,2025-06,35,14
Mizoram,Champhai,2025-07,19,7
Mizoram,Champhai,2025-08,62,25
Mizoram,Champhai,2025-09,19,29
Mizoram,Champhai,2025-10,27,19
Mizoram,Champhai,2025-11,27,20
Mizoram,Champhai,2025-12,45,33
Mizoram,Hnahthial,2025-01,0,1
Mizoram,Hnahthial,2025-02,3,0
Mizoram,Hnahthial,2025-06,1,0
Mizoram,Hnahthial,2025-08,0,2
Mizoram,Hnahthial,2025-10,1,0
Mizoram,Khawzawl,2025-04,0,1
Mizoram,Kolasib,2025-01,6975,2515
Mizoram,Kolasib,2025-02,97,13
Mizoram,Kolasib,2025-03,48,17
Mizoram,Kolasib,2025-04,40,22
Mizoram,Kolasib,2025-05,23,13
Mizoram,Kolasib,2025-06,28,14
Mizoram,Kolasib,2025-07,17,4
Mizoram,Kolasib,2025-08,37,28
Mizoram,Kolasib,2025-09,47,12
Mizoram,Kolasib,2025-10,21,8
Mizoram,Kolasib,2025-11,27,17
