state,district,month,demo_age_5_17,demo_age_17_
Karnataka,Kolar,2025-12,87,658
Karnataka,Koppal,2025-01,3489,11755
Karnataka,Koppal,2025-02,73,402
Karnataka,Koppal,2025-03,111,605
Karnataka,Koppal,2025-04,115,634
Karnataka,Koppal,2025-05,60,350
Karnataka,Koppal,2025-06,133,542
Karnataka,Koppal,2025-07,69,373
Karnataka,Koppal,2025-08,136,760
Karnataka,Koppal,2025-09,93,493
Karnataka,Koppal,2025-10,108,616
Karnataka,Koppal,2025-11,109,684
Karnataka,Koppal,2025-12,89,684
Karnataka,Mandya,2025-01,1466,11090
Karnataka,Mandya,2025-02,34,512
Karnataka,Mandya,2025-03,67,621
Karnataka,Mandya,2025-04,66,752
Karnataka,Mandya,2025-05,42,431
Karnataka,Mandya,2025-06,77,644
Karnataka,Mandya,2025-07,64,404
Karnataka,Mandya,2025-08,86,875
Karnataka,Mandya,2025-09,56,489
Karnataka,Mandya,2025-10,50,597
Karnataka,Mandya,2025-11,53,683
Karnataka,Mandya,2025-12,56,660
Karnataka,Mysore,2025-01,294,2591
Karnataka,Mysore,2025-02,28,393
Karnataka,Mysore,2025-03,48,488
Karnataka,Mysore,2025-04,34,738
Karnataka,Mysore,2025-05,19,339
Karnataka,Mysore,2025-06,58,473
Karnataka,Mysore,2025-07,43,326
Karnataka,Mysore,2025-08,54,645
Karnataka,Mysore,2025-09,31,456
Karnataka,Mysore,2025-10,31,516
Karnataka,Mysore,2025-11,48,540
Karnataka,Mysore,2025-12,33,517
Karnataka,Mysuru,2025-01,1839,10553
Karnataka,Mysuru,2025-02,45,435
Karnataka,Mysuru,2025-03,71,608
Karnataka,Mysuru,2025-04,55,472
Karnataka,Mysuru,2025-05,40,376
Karnataka,Mysuru,2025-06,71,498
Karnataka,Mysuru,2025-07,64,474
Karnataka,Mysuru,2025-08,72,665
Karnataka,Mysuru,2025-09,53,480
Karnataka,Mysuru,2025-10,53,499
Karnataka,Mysuru,2025-11,69,553
Karnataka,Mysuru,2025-12,66,572
Karnataka,Raichur,2025-01,2324,11326
Karnataka,Raichur,2025-02,90,680
Karnataka,Raichur,2025-03,164,791
Karnataka,Raichur,2025-04,136,789
Karnataka,Raichur,2025-05,74,411
Karnataka,Raichur,2025-06,122,686
Karnataka,Raichur,2025-07,112,504
Karnataka,Raichur,2025-08,164,1004
Karnataka,Raichur,2025-09,113,777
Karnataka,Raichur,2025-10,114,773
Karnataka,Raichur,2025-11,122,763
Karnataka,Raichur,2025-12,134,833
Karnataka,Ramanagar,2025-01,1503,11792
Karnataka,Ramanagar,2025-02,13,300
Karnataka,Ramanagar,2025-03,49,418
Karnataka,Ramanagar,2025-04,60,509
Karnataka,Ramanagar,2025-05,22,284
Karnataka,Ramanagar,2025-06,61,432
Karnataka,Ramanagar,2025-07,27,342
Karnataka,Ramanagar,2025-08,59,621
Karnataka,Ramanagar,2025-09,39,425
Karnataka,Ramanagar,2025-10,44,392
Karnataka,Ramanagar,2025-11,56,447
Karnataka,Ramanagar,2025-12,46,517
Karnataka,Shimoga,2025-01,278,2024
Karnataka,Shimoga,2025-02,12,321
Karnataka,Shimoga,2025-03,25,398
Karnataka,Shimoga,2025-04,27,489
Karnataka,Shimoga,2025-05,15,253
Karnataka,Shimoga,2025-06,29,305
Karnataka,Shimoga,2025-07,29,236
Karnataka,Shimoga,2025-08,47,549
Karnataka,Shimoga,2025-09,33,370
Karnataka,Shimoga,2025-10,25,393
Karnataka,Shimoga,2025-11,31,406
Karnataka,Shimoga,2025-12,34,412
Karnataka,Shivamogga,2025-01,1694,6405
Karnataka,Shivamogga,2025-02,48,304
Karnataka,Shivamogga,2025-03,72,340
Karnataka,Shivamogga,2025-04,52,324
Karnataka,Shivamogga,2025-05,43,231
Karnataka,Shivamogga,2025-06,86,352
Karnataka,Shivamogga,2025-07,45,289
Karnataka,Shivamogga,2025-08,91,492
Karnataka,Shivamogga,2025-09,65,387
Karnataka,Shivamogga,2025-10,44,326
Karnataka,Shivamogga,2025-11,70,399
Karnataka,Shivamogga,2025-12,65,409
Karnataka,Tumakuru,2025-01,1688,7655
Karnataka,Tumakuru,2025-02,45,317
Karnataka,Tumakuru,2025-03,64,450
Karnataka,Tumakuru,2025-04,65,375
Karnataka,Tumakuru,2025-05,35,248
Karnataka,Tumakuru,2025-06,52,441
Karnataka,Tumakuru,2025-07,49,342
Karnataka,Tumakuru,2025-08,80,545
Karnataka,Tumakuru,2025-09,49,415
Karnataka,Tumakuru,2025-10,48,443
Karnataka,Tumakuru,2025-11,50,391
Karnataka,Tumakuru,2025-12,68,513
Karnataka,Tumkur,2025-01,647,4145
Karnataka,Tumkur,2025-02,40,509
Karnataka,Tumkur,2025-03,61,602
Karnataka,Tumkur,2025-04,79,697
Karnataka,Tumkur,2025-05,41,404
Karnataka,Tumkur,2025-06,62,544
Karnataka,Tumkur,2025-07,38,331
Karnataka,Tumkur,2025-08,88,777
Karnataka,Tumkur,2025-09,48,511
Karnataka,Tumkur,2025-10,60,651
Karnataka,Tumkur,2025-11,55,626
Karnataka,Tumkur,2025-12,55,667
Karnataka,Udupi,2025-01,937,5690
Karnataka,Udupi,2025-02,63,448
Karnataka,Udupi,2025-03,104,514
Karnataka,Udupi,2025-04,96,545
Karnataka,Udupi,2025-05,54,301
Karnataka,Udupi,2025-06,104,583
Karnataka,Udupi,2025-07,76,395
Karnataka,Udupi,2025-08,122,628
Karnataka,Udupi,2025-09,81,489
Karnataka,Udupi,2025-10,87,508
Karnataka,Udupi,2025-11,80,479
Karnataka,Udupi,2025-12,71,606
Karnataka,Udupi *,2025-05,0,1
Karnataka,Uttara Kannada,2025-01,1446,6536
Karnataka,Uttara Kannada,2025-02,43,406
Karnataka,Uttara Kannada,2025-03,51,516
Karnataka,Uttara Kannada,2025-04,73,633
Karnataka,Uttara Kannada,2025-05,47,375
Karnataka,Uttara Kannada,2025-06,79,550
Karnataka,Uttara Kannada,2025-07,74,424
Karnataka,Uttara Kannada,2025-08,87,696
Karnataka,Uttara Kannada,2025-09,63,536
Karnataka,Uttara Kannada,2025-10,49,599
Karnataka,Uttara Kannada,2025-11,71,592
Karnataka,Uttara Kannada,2025-12,66,580
Karnataka,Vijayanagara,2025-01,731,3312
Karnataka,Vijayanagara,2025-02,16,152
Karnataka,Vijayanagara,2025-03,38,308
Karnataka,Vijayanagara,2025-04,16,170
Karnataka,Vijayanagara,2025-05,26,187
Karnataka,Vijayanagara,2025-06,41,258
Karnataka,Vijayanagara,2025-07,40,220
Karnataka,Vijayanagara,2025-08,44,353
Karnataka,Vijayanagara,2025-09,29,266
Karnataka,Vijayanagara,2025-10,21,231
Karnataka,Vijayanagara,2025-11,31,298
Karnataka,Vijayanagara,2025-12,40,300
Karnataka,Vijayapura,2025-01,4213,5911
Karnataka,Vijayapura,2025-02,91,468
Karnataka,Vijayapura,2025-03,136,502
Karnataka,Vijayapura,2025-04,123,514
Karnataka,Vijayapura,2025-05,80,321
Karnataka,Vijayapura,2025-06,117,451
Karnataka,Vijayapura,2025-07,100,416
Karnataka,Vijayapura,2025-08,170,664
Karnataka,Vijayapura,2025-09,118,527
Karnataka,Vijayapura,2025-10,115,521
Karnataka,Vijayapura,2025-11,116,595
Karnataka,Vijayapura,2025-12,124,559
Karnataka,Yadgir,2025-01,2364,8005
Karnataka,Yadgir,2025-02,96,447
Karnataka,Yadgir,2025-03,149,527
Karnataka,Yadgir,2025-04,143,541
Karnataka,Yadgir,2025-05,77,340
Karnataka,Yadgir,2025-06,142,456
Karnataka,Yadgir,2025-07,82,321
Karnataka,Yadgir,2025-08,148,703
Karnataka,Yadgir,2025-09,105,523
Karnataka,Yadgir,2025-10,119,543
Karnataka,Yadgir,2025-11,129,611
Karnataka,Yadgir,2025-12,109,596
Kerala,Alappuzha,2025-01,218,2703
Kerala,Alappuzha,2025-02,67,911
Kerala,Alappuzha,2025-03,74,957
Kerala,Alappuzha,2025-04,61,920
Kerala,Alappuzha,2025-05,57,756
Kerala,Alappuzha,2025-06,64,689
Kerala,Alappuzha,2025-07,55,627
Kerala,Alappuzha,2025-08,103,1218
Kerala,Alappuzha,2025-09,72,696
Kerala,Alappuzha,2025-10,74,949
Kerala,Alappuzha,2025-11,76,971
Kerala,Alappuzha,2025-12,68,940
Kerala,Ernakulam,2025-01,893,9085
Kerala,Ernakulam,2025-02,141,1401
Kerala,Ernakulam,2025-03,172,1612
Kerala,Ernakulam,2025-04,141,1536
Kerala,Ernakulam,2025-05,117,1243
Kerala,Ernakulam,2025-06,142,1314
Kerala,Ernakulam,2025-07,102,1126
Kerala,Ernakulam,2025-08,216,2008
Kerala,Ernakulam,2025-09,111,1194
Kerala,Ernakulam,2025-10,146,1550
Kerala,Ernakulam,2025-11,129,1420
Kerala,Ernakulam,2025-12,138,1769
Kerala,Idukki,2025-01,165,1628
Kerala,Idukki,2025-02,29,338
Kerala,Idukki,2025-03,48,413
Kerala,Idukki,2025-04,56,406
Kerala,Idukki,2025-05,37,307
Kerala,Idukki,2025-06,39,287
Kerala,Idukki,2025-07,25,238
Kerala,Idukki,2025-08,60,543
Kerala,Idukki,2025-09,27,298
Kerala,Idukki,2025-10,34,390
Kerala,Idukki,2025-11,42,391
Kerala,Idukki,2025-12,50,433
Kerala,Kannur,2025-01,661,6262
Kerala,Kannur,2025-02,130,1260
Kerala,Kannur,2025-03,161,1549
Kerala,Kannur,2025-04,116,1413
Kerala,Kannur,2025-05,96,1136
Kerala,Kannur,2025-06,109,1233
Kerala,Kannur,2025-07,93,899
Kerala,Kannur,2025-08,164,2023
Kerala,Kannur,2025-09,117,1379
Kerala,Kannur,2025-10,93,1431
Kerala,Kannur,2025-11,111,1164
Kerala,Kannur,2025-12,122,1741
Kerala,Kasaragod,2025-01,453,3786
Kerala,Kasaragod,2025-02,54,649
Kerala,Kasaragod,2025-03,70,702
Kerala,Kasaragod,2025-04,59,673
Kerala,Kasaragod,2025-05,36,441
Kerala,Kasaragod,2025-06,66,533
Kerala,Kasaragod,2025-07,24,390
Kerala,Kasaragod,2025-08,77,939
Kerala,Kasaragod,2025-09,44,579
Kerala,Kasaragod,2025-10,60,639
Kerala,Kasaragod,2025-11,55,491
Kerala,Kasaragod,2025-12,75,862
Kerala,Kasargod,2025-01,0,64
Kerala,Kasargod,2025-02,1,39
Kerala,Kasargod,2025-03,4,54
Kerala,Kasargod,2025-04,0,67
Kerala,Kasargod,2025-05,1,46
Kerala,Kasargod,2025-06,0,45
Kerala,Kasargod,2025-07,1,31
Kerala,Kasargod,2025-08,1,74
Kerala,Kasargod,2025-09,0,60
Kerala,Kasargod,2025-10,1,62
Kerala,Kasargod,2025-11,1,42
Kerala,Kasargod,2025-12,0,70
Kerala,Kollam,2025-01,612,5998
Kerala,Kollam,2025-02,98,1168
Kerala,Kollam,2025-03,111,1265
Kerala,Kollam,2025-04,92,1295
Kerala,Kollam,2025-05,83,983
Kerala,Kollam,2025-06,100,1068
Kerala,Kollam,2025-07,73,832
Kerala,Kollam,2025-08,158,1653
Kerala,Kollam,2025-09,104,985
Kerala,Kollam,2025-10,132,1365
Kerala,Kollam,2025-11,126,1303
Kerala,Kollam,2025-12,136,1542
Kerala,Kottayam,2025-01,146,1578
Kerala,Kottayam,2025-02,55,695
Kerala,Kottayam,2025-03,82,792
Kerala,Kottayam,2025-04,69,817
Kerala,Kottayam,2025-05,42,589
Kerala,Kottayam,2025-06,58,669
Kerala,Kottayam,2025-07,41,490
Kerala,Kottayam,2025-08,98,1022
Kerala,Kottayam,2025-09,47,619
Kerala,Kottayam,2025-10,62,966
Kerala,Kottayam,2025-11,79,835
Kerala,Kottayam,2025-12,62,924
Kerala,Kozhikode,2025-01,1544,13182
Kerala,Kozhikode,2025-02,189,1886
Kerala,Kozhikode,2025-03,277,2166
Kerala,Kozhikode,2025-04,192,2031
Kerala,Kozhikode,2025-05,177,1552
Kerala,Kozhikode,2025-06,249,1718
Kerala,Kozhikode,2025-07,137,1337
Kerala,Kozhikode,2025-08,332,2603
Kerala,Kozhikode,2025-09,172,1778
Kerala,Kozhikode,2025-10,224,2032
Kerala,Kozhikode,2025-11,211,1738
Kerala,Kozhikode,2025-12,255,2415
Kerala,Malappuram,2025-01,1827,19881
Kerala,Malappuram,2025-02,194,3452
Kerala,Malappuram,2025-03,268,4153
Kerala,Malappuram,2025-04,238,4124
Kerala,Malappuram,2025-05,128,2454
Kerala,Malappuram,2025-06,264,3540
Kerala,Malappuram,2025-07,129,2585
Kerala,Malappuram,2025-08,370,5033
Kerala,Malappuram,2025-09,225,3263
Kerala,Malappuram,2025-10,243,3415
Kerala,Malappuram,2025-11,260,3152
Kerala,Malappuram,2025-12,257,4146
Kerala,Palakkad,2025-01,502,5018
Kerala,Palakkad,2025-02,91,1035
Kerala,Palakkad,2025-03,115,1386
Kerala,Palakkad,2025-04,73,1189
Kerala,Palakkad,2025-05,67,746
Kerala,Palakkad,2025-06,91,1030
Kerala,Palakkad,2025-07,64,859
Kerala,Palakkad,2025-08,146,1679
Kerala,Palakkad,2025-09,92,1082
Kerala,Palakkad,2025-10,118,1143
Kerala,Palakkad,2025-11,115,1174
Kerala,Palakkad,2025-12,95,1409
Kerala,Pathanamthitta,2025-01,126,1083
Kerala,Pathanamthitta,2025-02,59,416
Kerala,Pathanamthitta,2025-03,60,605
Kerala,Pathanamthitta,2025-04,41,537
Kerala,Pathanamthitta,2025-05,27,327
Kerala,Pathanamthitta,2025-06,59,486
Kerala,Pathanamthitta,2025-07,31,348
Kerala,Pathanamthitta,2025-08,100,813
Kerala,Pathanamthitta,2025-09,62,327
Kerala,Pathanamthitta,2025-10,50,595
Kerala,Pathanamthitta,2025-11,52,675
Kerala,Pathanamthitta,2025-12,63,675
Kerala,Thiruvananthapuram,2025-01,820,8220
Kerala,Thiruvananthapuram,2025-02,124,1132
Kerala,Thiruvananthapuram,2025-03,141,1535
Kerala,Thiruvananthapuram,2025-04,106,1430
Kerala,Thiruvananthapuram,2025-05,79,939
Kerala,Thiruvananthapuram,2025-06,121,1340
Kerala,Thiruvananthapuram,2025-07,73,982
Kerala,Thiruvananthapuram,2025-08,203,2015
Kerala,Thiruvananthapuram,2025-09,122,1166
Kerala,Thiruvananthapuram,2025-10,113,1543
Kerala,Thiruvananthapuram,2025-11,130,1776
Kerala,Thiruvananthapuram,2025-12,128,1891
Kerala,Thrissur,2025-01,561,5023
Kerala,Thrissur,2025-02,100,1127
Kerala,Thrissur,2025-03,152,1566
Kerala,Thrissur,2025-04,113,1450
Kerala,Thrissur,2025-05,61,922
Kerala,Thrissur,2025-06,112,1388
Kerala,Thrissur,2025-07,87,1014
Kerala,Thrissur,2025-08,189,1908
Kerala,Thrissur,2025-09,119,1402
Kerala,Thrissur,2025-10,140,1546
Kerala,Thrissur,2025-11,132,1380
Kerala,Thrissur,2025-12,150,1793
Kerala,Wayanad,2025-01,294,2750
Kerala,Wayanad,2025-02,40,335
Kerala,Wayanad,2025-03,53,430
Kerala,Wayanad,2025-04,36,386
Kerala,Wayanad,2025-05,20,278
Kerala,Wayanad,2025-06,47,326
Kerala,Wayanad,2025-07,15,263
Kerala,Wayanad,2025-08,49,567
Kerala,Wayanad,2025-09,27,282
Kerala,Wayanad,2025-10,38,363
Kerala,Wayanad,2025-11,35,322
Kerala,Wayanad,2025-12,54,473
Ladakh,Kargil,2025-01,255,544
Ladakh,Kargil,2025-02,6,14
Ladakh,Kargil,2025-03,19,34
Ladakh,Kargil,2025-04,7,38
Ladakh,Kargil,2025-05,10,33
Ladakh,Kargil,2025-06,9,55
Ladakh,Kargil,2025-07,12,26
Ladakh,Kargil,2025-08,13,44
Ladakh,Kargil,2025-09,15,32
Ladakh,Kargil,2025-10,7,27
Ladakh,Kargil,2025-11,16,54
Ladakh,Kargil,2025-12,10,46
Ladakh,Leh,2025-01,312,886
Ladakh,Leh,2025-02,9,58
Ladakh,Leh,2025-03,4,53
Ladakh,Leh,2025-04,5,37
Ladakh,Leh,2025-05,6,32
Ladakh,Leh,2025-06,8,56
Ladakh,Leh,2025-07,8,26
Ladakh,Leh,2025-08,10,51
Ladakh,Leh,2025-09,4,38
Ladakh,Leh,2025-10,9,39
Ladakh,Leh,2025-11,5,43
Ladakh,Leh,2025-12,6,44
Lakshadweep,Lakshadweep,2025-01,0,15
Lakshadweep,Lakshadweep,2025-02,4,19
Lakshadweep,Lakshadweep,2025-03,5,41
Lakshadweep,Lakshadweep,2025-04,2,22
Lakshadweep,Lakshadweep,2025-05,5,9
Lakshadweep,Lakshadweep,2025-06,4,51
Lakshadweep,Lakshadweep,2025-07,3,19
Lakshadweep,Lakshadweep,2025-08,11,42
Lakshadweep,Lakshadweep,2025-09,6,13
Lakshadweep,Lakshadweep,2025-10,6,43
Lakshadweep,Lakshadweep,2025-11,3,33
Lakshadweep,Lakshadweep,2025-12,4,24
Madhya Pradesh,Agar Malwa,2025-01,382,3269
Madhya Pradesh,Agar Malwa,2025-02,13,106
Madhya Pradesh,Agar Malwa,2025-03,20,207
Madhya Pradesh,Agar Malwa,2025-04,19,103
Madhya Pradesh,Agar Malwa,2025-05,12,102
Madhya Pradesh,Agar Malwa,2025-06,24,168
Madhya Pradesh,Agar Malwa,2025-07,15,132
Madhya Pradesh,Agar Malwa,2025-08,29,223
Madhya Pradesh,Agar Malwa,2025-09,14,118
Madhya Pradesh,Agar Malwa,2025-10,17,168
Madhya Pradesh,Agar Malwa,2025-11,23,162
Madhya Pradesh,Agar Malwa,2025-12,17,177
Madhya Pradesh,Alirajpur,2025-01,381,5193
Madhya Pradesh,Alirajpur,2025-02,44,371
Madhya Pradesh,Alirajpur,2025-03,84,595
Madhya Pradesh,Alirajpur,2025-04,65,463
Madhya Pradesh,Alirajpur,2025-05,13,150
Madhya Pradesh,Alirajpur,2025-06,58,355
Madhya Pradesh,Alirajpur,2025-07,30,239
Madhya Pradesh,Alirajpur,2025-08,77,537
Madhya Pradesh,Alirajpur,2025-09,63,451
Madhya Pradesh,Alirajpur,2025-10,51,441
Madhya Pradesh,Alirajpur,2025-11,54,387
Madhya Pradesh,Alirajpur,2025-12,59,492
Madhya Pradesh,Anuppur,2025-01,1831,9551
Madhya Pradesh,Anuppur,2025-02,18,224
Madhya Pradesh,Anuppur,2025-03,76,398
Madhya Pradesh,Anuppur,2025-04,51,367
Madhya Pradesh,Anuppur,2025-05,24,162
Madhya Pradesh,Anuppur,2025-06,82,364
Madhya Pradesh,Anuppur,2025-07,43,199
Madhya Pradesh,Anuppur,2025-08,73,469
Madhya Pradesh,Anuppur,2025-09,30,273
Madhya Pradesh,Anuppur,2025-10,43,274
Madhya Pradesh,Anuppur,2025-11,49,380
Madhya Pradesh,Anuppur,2025-12,49,346
Madhya Pradesh,Ashok Nagar,2025-01,2612,16067
Madhya Pradesh,Ashok Nagar,2025-02,52,328
Madhya Pradesh,Ashok Nagar,2025-03,80,439
Madhya Pradesh,Ashok Nagar,2025-04,82,565
Madhya Pradesh,Ashok Nagar,2025-05,47,257
Madhya Pradesh,Ashok Nagar,2025-06,79,395
Madhya Pradesh,Ashok Nagar,2025-07,39,195
Madhya Pradesh,Ashok Nagar,2025-08,99,533
Madhya Pradesh,Ashok Nagar,2025-09,56,338
Madhya Pradesh,Ashok Nagar,2025-10,74,490
Madhya Pradesh,Ashok Nagar,2025-11,78,383
Madhya Pradesh,Ashok Nagar,2025-12,63,315
Madhya Pradesh,Balaghat,2025-01,6352,30261
Madhya Pradesh,Balaghat,2025-02,96,622
Madhya Pradesh,Balaghat,2025-03,147,877
Madhya Pradesh,Balaghat,2025-04,115,696
Madhya Pradesh,Balaghat,2025-05,71,318
Madhya Pradesh,Balaghat,2025-06,104,544
Madhya Pradesh,Balaghat,2025-07,87,430
Madhya Pradesh,Balaghat,2025-08,130,806
Madhya Pradesh,Balaghat,2025-09,91,536
Madhya Pradesh,Balaghat,2025-10,100,689
Madhya Pradesh,Balaghat,2025-11,120,707
Madhya Pradesh,Balaghat,2025-12,143,816
Madhya Pradesh,Barwani,2025-01,6067,32829
Madhya Pradesh,Barwani,2025-02,87,590
Madhya Pradesh,Barwani,2025-03,150,838
Madhya Pradesh,Barwani,2025-04,138,867
Madhya Pradesh,Barwani,2025-05,77,316
Madhya Pradesh,Barwani,2025-06,153,736
Madhya Pradesh,Barwani,2025-07,95,445
Madhya Pradesh,Barwani,2025-08,151,955
Madhya Pradesh,Barwani,2025-09,127,805
Madhya Pradesh,Barwani,2025-10,119,784
Madhya Pradesh,Barwani,2025-11,155,825
Madhya Pradesh,Barwani,2025-12,113,735
Madhya Pradesh,Betul,2025-01,3820,14835
Madhya Pradesh,Betul,2025-02,139,439
Madhya Pradesh,Betul,2025-03,221,675
Madhya Pradesh,Betul,2025-04,169,643
Madhya Pradesh,Betul,2025-05,97,343
Madhya Pradesh,Betul,2025-06,199,477
Madhya Pradesh,Betul,2025-07,137,372
Madhya Pradesh,Betul,2025-08,271,763
Madhya Pradesh,Betul,2025-09,186,508
Madhya Pradesh,Betul,2025-10,200,635
Madhya Pradesh,Betul,2025-11,191,710
Madhya Pradesh,Betul,2025-12,201,621
Madhya Pradesh,Bhind,2025-01,2678,17127
Madhya Pradesh,Bhind,2025-02,108,558
Madhya Pradesh,Bhind,2025-03,175,815
Madhya Pradesh,Bhind,2025-04,185,1043
Madhya Pradesh,Bhind,2025-05,63,477
Madhya Pradesh,Bhind,2025-06,152,765
Madhya Pradesh,Bhind,2025-07,99,569
Madhya Pradesh,Bhind,2025-08,197,1086
Madhya Pradesh,Bhind,2025-09,157,784
Madhya Pradesh,Bhind,2025-10,161,814
Madhya Pradesh,Bhind,2025-11,171,948
Madhya Pradesh,Bhind,2025-12,161,952
Madhya Pradesh,Bhopal,2025-01,4312,32910
Madhya Pradesh,Bhopal,2025-02,116,850
Madhya Pradesh,Bhopal,2025-03,225,1563
Madhya Pradesh,Bhopal,2025-04,135,1112
Madhya Pradesh,Bhopal,2025-05,112,767
Madhya Pradesh,Bhopal,2025-06,180,1101
Madhya Pradesh,Bhopal,2025-07,123,794
Madhya Pradesh,Bhopal,2025-08,197,1348
Madhya Pradesh,Bhopal,2025-09,144,961
Madhya Pradesh,Bhopal,2025-10,158,1058
Madhya Pradesh,Bhopal,2025-11,154,1348
Madhya Pradesh,Bhopal,2025-12,148,1203
Madhya Pradesh,Burhanpur,2025-01,1393,5559
Madhya Pradesh,Burhanpur,2025-02,17,108
Madhya Pradesh,Burhanpur,2025-03,72,298
Madhya Pradesh,Burhanpur,2025-04,55,234
Madhya Pradesh,Burhanpur,2025-05,16,113
Madhya Pradesh,Burhanpur,2025-06,38,176
Madhya Pradesh,Burhanpur,2025-07,44,141
Madhya Pradesh,Burhanpur,2025-08,66,245
Madhya Pradesh,Burhanpur,2025-09,50,179
Madhya Pradesh,Burhanpur,2025-10,63,267
Madhya Pradesh,Burhanpur,2025-11,70,272
Madhya Pradesh,Burhanpur,2025-12,59,206
Madhya Pradesh,Chhatarpur,2025-01,4176,24318
Madhya Pradesh,Chhatarpur,2025-02,162,821
Madhya Pradesh,Chhatarpur,2025-03,271,1326
Madhya Pradesh,Chhatarpur,2025-04,266,1297
Madhya Pradesh,Chhatarpur,2025-05,109,469
Madhya Pradesh,Chhatarpur,2025-06,171,955
Madhya Pradesh,Chhatarpur,2025-07,138,643
Madhya Pradesh,Chhatarpur,2025-08,255,1431
Madhya Pradesh,Chhatarpur,2025-09,194,1044
Madhya Pradesh,Chhatarpur,2025-10,271,1269
Madhya Pradesh,Chhatarpur,2025-11,191,1191
Madhya Pradesh,Chhatarpur,2025-12,217,1168
Madhya Pradesh,Chhindwara,2025-01,7857,29551
Madhya Pradesh,Chhindwara,2025-02,91,678
Madhya Pradesh,Chhindwara,2025-03,164,949
Madhya Pradesh,Chhindwara,2025-04,171,893
Madhya Pradesh,Chhindwara,2025-05,82,410
Madhya Pradesh,Chhindwara,2025-06,159,726
Madhya Pradesh,Chhindwara,2025-07,99,504
Madhya Pradesh,Chhindwara,2025-08,186,958
Madhya Pradesh,Chhindwara,2025-09,132,738
Madhya Pradesh,Chhindwara,2025-10,158,964
Madhya Pradesh,Chhindwara,2025-11,109,733
Madhya Pradesh,Chhindwara,2025-12,189,1034
Madhya Pradesh,Damoh,2025-01,2857,19772
Madhya Pradesh,Damoh,2025-02,67,503
Madhya Pradesh,Damoh,2025-03,122,774
Madhya Pradesh,Damoh,2025-04,72,715
Madhya Pradesh,Damoh,2025-05,39,269
Madhya Pradesh,Damoh,2025-06,77,635
Madhya Pradesh,Damoh,2025-07,47,367
Madhya Pradesh,Damoh,2025-08,102,807
Madhya Pradesh,Damoh,2025-09,75,472
Madhya Pradesh,Damoh,2025-10,112,801
Madhya Pradesh,Damoh,2025-11,77,648
Madhya Pradesh,Damoh,2025-12,104,827
Madhya Pradesh,Datia,2025-01,2023,12234
Madhya Pradesh,Datia,2025-02,71,411
Madhya Pradesh,Datia,2025-03,141,660
Madhya Pradesh,Datia,2025-04,110,643
Madhya Pradesh,Datia,2025-05,37,199
Madhya Pradesh,Datia,2025-06,116,559
Madhya Pradesh,Datia,2025-07,53,279
Madhya Pradesh,Datia,2025-08,130,604
Madhya Pradesh,Datia,2025-09,110,567
Madhya Pradesh,Datia,2025-10,111,640
Madhya Pradesh,Datia,2025-11,142,695
Madhya Pradesh,Datia,2025-12,106,601
Madhya Pradesh,Dewas,2025-01,2280,18119
Madhya Pradesh,Dewas,2025-02,34,311
Madhya Pradesh,Dewas,2025-03,79,520
Madhya Pradesh,Dewas,2025-04,96,617
Madhya Pradesh,Dewas,2025-05,66,398
Madhya Pradesh,Dewas,2025-06,84,497
Madhya Pradesh,Dewas,2025-07,39,302
Madhya Pradesh,Dewas,2025-08,86,622
Madhya Pradesh,Dewas,2025-09,75,445
Madhya Pradesh,Dewas,2025-10,83,497
Madhya Pradesh,Dewas,2025-11,97,546
Madhya Pradesh,Dewas,2025-12,91,624
Madhya Pradesh,Dhar,2025-01,6331,33743
Madhya Pradesh,Dhar,2025-02,97,865
Madhya Pradesh,Dhar,2025-03,166,1247
Madhya Pradesh,Dhar,2025-04,120,1082
Madhya Pradesh,Dhar,2025-05,56,595
Madhya Pradesh,Dhar,2025-06,152,1081
Madhya Pradesh,Dhar,2025-07,96,729
Madhya Pradesh,Dhar,2025-08,197,1535
Madhya Pradesh,Dhar,2025-09,125,971
Madhya Pradesh,Dhar,2025-10,127,1010
Madhya Pradesh,Dhar,2025-11,110,1157
Madhya Pradesh,Dhar,2025-12,178,1412
Madhya Pradesh,Dindori,2025-01,4278,18422
Madhya Pradesh,Dindori,2025-02,48,309
Madhya Pradesh,Dindori,2025-03,76,394
Madhya Pradesh,Dindori,2025-04,63,398
Madhya Pradesh,Dindori,2025-05,36,137
Madhya Pradesh,Dindori,2025-06,53,258
Madhya Pradesh,Dindori,2025-07,21,145
Madhya Pradesh,Dindori,2025-08,77,475
Madhya Pradesh,Dindori,2025-09,38,302
Madhya Pradesh,Dindori,2025-10,52,349
Madhya Pradesh,Dindori,2025-11,47,318
Madhya Pradesh,Dindori,2025-12,61,420
Madhya Pradesh,East Nimar,2025-01,359,2136
Madhya Pradesh,East Nimar,2025-02,11,155
Madhya Pradesh,East Nimar,2025-03,34,219
Madhya Pradesh,East Nimar,2025-04,22,213
Madhya Pradesh,East Nimar,2025-05,14,86
Madhya Pradesh,East Nimar,2025-06,28,202
Madhya Pradesh,East Nimar,2025-07,12,137
Madhya Pradesh,East Nimar,2025-08,41,275
Madhya Pradesh,East Nimar,2025-09,32,196
Madhya Pradesh,East Nimar,2025-10,28,184
Madhya Pradesh,East Nimar,2025-11,24,247
Madhya Pradesh,East Nimar,2025-12,17,245
Madhya Pradesh,Guna,2025-01,2011,18599
Madhya Pradesh,Guna,2025-02,39,423
